"ID","Gender","Status","Children","Est Income","Car Owner","Age","LongDistance","International","Local","DroppedPeak","DroppedOffPeak","Paymethod","LocalBilltype","LongDistanceBilltype","Usage","RatePlan","CHURN"
"886","F","M","1","34555.00","N","23.00","25.77","0.00","8.84","0","0","CH","FreeLocal","Standard","34.61","4","T"
"887","F","M","2","11234.70","Y","49.046667","0.69","0.00","112.72","0","0","CC","Budget","Standard","113.42","2","F"
"889","F","M","2","36660.90","Y","39.96","0","0.00","3.36","0","1","CH","Budget","Intnl_discount","3.36","3","F"
"891","F","M","2","68462.80","N","34.40","24.39","5.93","60.51","0","0","CC","FreeLocal","Standard","90.84","1","F"
"894","F","M","2","72841.30","N","47.02","10.36","0.00","72.16","0","0","CC","Budget","Standard","82.53","2","F"
"895","F","M","2","63670.80","Y","46.146667","27.39","0.00","51.47","0","0","Auto","FreeLocal","Standard","78.87","3","F"
"896","M","S","0","80000.00","N","41.00","29.73","5.24","35.73","0","0","CC","Budget","Standard","70.70","3","T"
"897","F","S","1","83287.00","Y","47.00","20.44","0.00","100.08","3","0","Auto","Budget","Standard","120.53","3","F"
"898","M","M","0","12387.60","N","56.173333","2","0.00","65.93","2","0","Auto","FreeLocal","Standard","93.85","2","F"
"900","F","M","1","82931.30","N","64.64","19.24","0.00","118.00","5","0","Auto","FreeLocal","Standard","137.25","1","F"
"901","F","M","2","57483.90","N","44.026667","17.01","0.00","27.29","0","0","CH","Budget","Standard","44.30","3","F"
"903","F","S","2","21274.00","N","45.526667","10.87","0.00","32.43","0","0","Auto","FreeLocal","Standard","43.31","4","T"
"904","F","M","2","28267.00","N","30.093333","21.87","0.00","192.53","0","0","CC","FreeLocal","Standard","214.41","2","F"
"906","F","M","2","36725.10","N","55.793333","8.65","9.22","77.00","2","0","CH","Budget","Standard","94.88","3","F"
"910","M","S","1","94188.30","N","57.546667","20.86","0.86","19.78","6","0","CC","Budget","Standard","41.51","4","T"
"913","F","M","2","91861.00","Y","41.98","15.32","0.00","6.74","1","0","CC","Budget","Standard","22.06","2","F"
"916","F","S","1","12374.90","Y","33.493333","17.49","0.00","106.10","1","0","Auto","FreeLocal","Standard","123.59","1","T"
"917","F","M","2","69133.90","Y","26.833333","8.58","0.00","37.73","1","0","CH","FreeLocal","Standard","46.32","1","T"
"919","F","M","2","84948.00","Y","29.446667","11.14","0.00","12.58","2","0","CH","FreeLocal","Intnl_discount","23.73","3","F"
"920","F","M","2","30998.80","N","40.96","2.4","0.00","50.50","1","0","Auto","Budget","Standard","52.91","3","F"
"926","M","D","1","21416.50","N","35.653333","9.9","9.17","8.53","1","0","CC","FreeLocal","Intnl_discount","27.61","2","F"
"930","M","S","1","78554.20","N","16.70","5.59","7.26","23.03","8","0","Auto","Budget","Standard","35.88","2","F"
"931","M","S","1","3960.50","N","14.693333","29.78","0.00","66.35","1","0","Auto","FreeLocal","Standard","96.13","2","T"
"933","M","M","0","60101.10","Y","63.766667","27.7","6.11","124.14","2","2","CH","FreeLocal","Standard","157.96","2","T"
"934","F","M","2","38215.90","N","30.886667","0","0.00","0.97","1","0","Auto","Budget","Standard","0.97","4","F"
"935","F","M","1","13829.40","N","20.00","29","0.00","160.42","3","0","CC","FreeLocal","Standard","176.61","1","T"
"936","F","M","2","49745.30","N","47.966667","2.84","0.00","24.44","2","0","CH","Budget","Intnl_discount","27.28","2","F"
"938","F","M","2","88427.00","N","13.86","22.46","4.16","43.34","5","0","CC","Budget","Standard","69.97","2","F"
"939","F","M","2","98003.70","Y","26.273333","1.03","0.00","83.39","0","0","CC","FreeLocal","Intnl_discount","84.42","3","F"
"940","M","S","0","89142.70","N","53.693333","3.76","8.13","5.01","0","0","CC","Budget","Intnl_discount","16.91","4","T"
"941","F","S","0","74530.80","N","63.086667","20.89","0.49","106.50","0","0","Auto","FreeLocal","Intnl_discount","127.89","3","F"
"943","F","S","0","40120.00","N","22.00","30","0.00","262.91","2","0","CC","Budget","Standard","265.78","3","T"
"948","F","M","2","76289.20","N","48.206667","22.2","0.00","82.43","6","0","CC","Budget","Intnl_discount","104.63","3","F"
"950","M","M","1","66931.90","N","63.933333","11.72","0.39","5.35","1","0","CC","Budget","Standard","17.46","3","T"
"951","F","D","0","40120.00","Y","21.00","40","0.00","99.73","1","0","CC","FreeLocal","Standard","108.30","2","T"
"952","F","M","1","40120.00","N","22.00","26","0.00","26.78","1","0","Auto","FreeLocal","Intnl_discount","48.08","4","T"
"953","F","S","0","40120.00","N","24.00","27","0.00","154.77","2","0","CC","Budget","Intnl_discount","168.28","3","T"
"954","F","S","0","40120.00","N","24.00","26","0.00","61.44","1","0","CC","Budget","Standard","65.79","2","T"
"955","F","S","2","42000.00","N","23.00","33","0.00","35.73","1","0","Auto","Budget","Standard","41.78","4","T"
"956","F","S","0","40120.00","N","20.00","33","0.00","9.51","8","0","Auto","Budget","Intnl_discount","23.52","4","T"
"957","F","S","2","40120.00","N","22.00","37","2.22","38.18","1","0","CC","FreeLocal","Standard","62.95","2","T"
"958","F","S","1","40120.00","N","21.00","28.45","0.00","106.30","2","0","CC","Budget","Standard","134.75","1","T"
"962","F","M","2","90271.60","N","44.926667","13.96","0.00","96.43","1","0","CC","FreeLocal","Standard","110.40","1","F"
"967","F","M","2","64816.60","Y","31.126667","21","0.00","6.87","0","0","CC","Budget","Standard","27.87","4","F"
"968","F","M","2","98217.10","N","44.98","29.49","0.00","13.24","0","0","CC","FreeLocal","Standard","42.74","4","F"
"970","F","S","1","2929.13","N","53.506667","14","0.00","88.23","0","0","CH","Budget","Intnl_discount","102.23","1","T"
"972","F","M","2","41876.60","Y","44.093333","6.78","0.00","132.65","0","0","CC","FreeLocal","Standard","139.44","4","F"
"973","M","M","0","96223.40","Y","64.76","11.81","0.63","5.73","0","0","CC","FreeLocal","Standard","18.18","3","T"
"974","F","S","0","15989.30","N","61.693333","3.67","0.00","25.49","0","1","CC","Budget","Intnl_discount","29.17","3","T"
"975","M","M","0","69168.40","Y","62.426667","14.16","6.01","214.73","0","0","CC","Budget","Standard","234.91","3","T"
"976","M","M","1","92148.50","Y","38.00","2","0.00","100.90","0","0","CC","Budget","Intnl_discount","113.68","2","F"
"977","M","M","0","96681.00","Y","19.76","2","7.66","40.92","0","0","CC","Budget","Standard","73.76","2","F"
"978","M","S","0","62705.90","Y","39.00","2","0.00","6.81","0","0","CC","FreeLocal","Intnl_discount","33.44","2","F"
"979","M","S","0","80221.20","N","29.026667","2","0.00","49.56","0","0","Auto","FreeLocal","Standard","50.48","2","F"
"980","M","S","0","84479.20","N","28.00","2","0.00","43.01","0","0","CC","FreeLocal","Standard","56.23","2","F"
"981","F","M","2","64977.40","N","38.193333","28.11","0.00","17.66","1","0","CC","FreeLocal","Standard","45.77","3","F"
"982","F","M","0","77994.00","N","50.553333","12.4","0.00","89.62","0","0","CH","FreeLocal","Standard","102.02","1","T"
"983","M","M","2","90103.70","N","34.946667","12.23","8.87","45.34","0","0","CC","Budget","Intnl_discount","66.45","4","F"
"984","F","M","0","59008.40","Y","30.18","12.86","0.00","18.73","0","0","CC","Budget","Standard","31.59","1","T"
"985","M","M","2","5265.35","N","52.873333","2.33","5.30","23.46","0","0","Auto","Budget","Intnl_discount","31.10","3","F"
"986","M","S","1","84978.10","N","21.64","5.03","7.68","76.07","0","0","CH","FreeLocal","Intnl_discount","88.79","2","F"
"987","F","M","2","36647.90","N","49.986667","21.41","0.00","85.96","0","0","CC","Budget","Intnl_discount","107.38","4","F"
"988","F","S","0","64319.20","N","41.226667","3.01","0.00","37.15","0","0","CH","Budget","Intnl_discount","40.16","1","T"
"989","F","S","1","73338.00","N","48.246667","20.92","0.00","9.01","0","0","Auto","Budget","Intnl_discount","29.93","2","F"
"990","F","S","0","433.74","N","60.746667","3.3","0.00","40.91","0","0","CC","FreeLocal","Standard","44.22","2","T"
"991","F","M","2","16962.20","N","45.36","18.6","0.00","8.96","0","0","CC","Budget","Standard",,"2","F"
"993","M","M","2","10708.30","N","26.026667","20.83","4.85","117.26","0","0","CH","Budget","Intnl_discount","142.95","1","F"
"996","F","M","0","2031.61","N","20.30","21.64","0.00","87.40","1","0","CC","Budget","Standard","109.04","1","T"
"1000","F","S","2","16938.50","N","52.00","13.35","0.00","8.76","1","0","CH","FreeLocal","Standard","22.11","3","F"
"1003","F","M","0","55221.00","N","43.00","0.49","0.00","15.20","8","0","CC","FreeLocal","Standard","15.69","1","F"
"1004","F","M","1","8073.11","N","46.00","28.7","0.00","60.35","1","0","Auto","FreeLocal","Standard","89.05","4","F"
"1005","M","M","0","95448.60","Y","53.68","24.24","0.00","5.21","2","0","CH","Budget","Standard","29.46","4","F"
"1006","M","S","1","24141.50","Y","17.006667","28.82","0.00","97.05","1","0","CC","FreeLocal","Standard","125.87","1","T"
"1007","M","S","2","63152.60","Y","63.173333","29.93","0.00","40.07","0","0","CC","Budget","Intnl_discount","70.01","1","F"
"1008","M","S","1","31952.00","N","34.266667","0","0.00","4.87","0","2","CC","Budget","Standard","4.87","2","F"
"1009","M","S","2","72084.70","N","55.64","29.11","0.00","9.02","0","0","CC","Budget","Intnl_discount","38.13","2","F"
"1010","F","S","0","42760.50","N","47.00","13.47","0.00","40.23","0","0","CC","Budget","Standard","53.70","4","F"
"1011","F","S","1","49072.00","N","48.00","23.5","0.00","10.74","0","0","Auto","Budget","Intnl_discount","34.25","3","F"
"1012","F","M","0","27371.80","Y","52.646667","16.14","0.00","126.55","0","0","CC","FreeLocal","Standard","142.70","3","F"
"1016","M","M","1","71472.90","N","41.913333","16.02","0.00","114.20","0","0","CH","Budget","Standard","130.22","1","T"
"1017","F","M","0","95405.70","N","48.00","7.74","0.00","6.21","0","0","CC","Budget","Standard","13.96","3","F"
"1018","F","S","0","95786.80","Y","52.646667","21.33","0.00","87.46","0","0","CC","Budget","Standard","108.79","1","F"
"1020","M","S","0","90321.60","N","55.113333","0.87","0.00","11.52","0","0","CC","FreeLocal","Intnl_discount","12.39","3","T"
"1021","M","D","1","90478.60","N","54.553333","18.02","0.00","136.47","0","0","CC","FreeLocal","Standard","154.49","4","T"
"1022","F","M","2","56187.00","N","43.00","8.09","0.00","13.74","0","0","CH","Budget","Standard","21.83","3","F"
"1023","M","M","1","28313.10","N","20.893333","6.89","0.00","6.74","0","0","CC","Budget","Standard","13.63","2","F"
"1025","F","S","1","41000.00","N","24.393333","23.56","0.00","206.08","2","0","CC","Budget","Intnl_discount","229.64","2","T"
"1030","M","M","2","29616.00","N","49.426667","29.78","0.00","45.50","6","0","CH","FreeLocal","Standard","75.29","4","F"
"1032","M","M","0","19732.80","N","50.673333","24.81","0.00","22.44","1","0","CC","FreeLocal","Standard","47.25","1","F"
"1035","M","S","2","96.33","N","56.473333","26.13","0.00","32.88","1","1","CC","Budget","Standard","59.01","3","F"
"1038","F","M","2","52004.80","N","25.14","5.03","0.00","23.11","1","0","CH","Budget","Intnl_discount","28.14","2","F"
"1041","M","M","2","53010.80","N","18.84","12.45","0.00","46.42","2","4","CC","FreeLocal","Standard","58.87","4","F"
"1042","M","M","0","75004.50","N","64.80","26.52","0.00","32.19","1","0","CC","Budget","Intnl_discount","58.72","1","F"
"1045","M","M","0","19749.30","N","60.366667","20.22","0.00","13.94","1","0","CC","Budget","Standard","34.17","2","F"
"1046","M","S","1","57626.90","Y","43.906667","9.38","0.00","38.96","8","0","CC","Budget","Standard","48.35","1","F"
"1047","M","M","2","20078.00","N","32.846667","9.65","0.00","6.33","1","0","CC","Budget","Intnl_discount","15.98","1","F"
"1048","F","M","2","47902.00","N","26.033333","17.44","4.94","49.92","2","1","Auto","FreeLocal","Standard","72.31","3","F"
"1053","M","M","1","7545.96","Y","16.753333","22.39","0.00","178.36","1","0","CC","Budget","Standard","200.75","2","T"
"1059","F","S","0","78851.30","N","48.373333","0.37","0.00","28.66","0","0","CC","FreeLocal","Standard","29.04","3","F"
"1060","F","S","1","17540.70","Y","62.786667","22.17","0.57","13.45","0","0","Auto","Budget","Standard","36.20","1","T"
"1061","F","M","0","83891.90","Y","61.02","28.92","0.00","45.47","0","0","CH","Budget","Standard","74.40","4","T"
"1062","F","M","2","28220.80","N","38.766667","26.49","0.00","12.46","0","0","CC","FreeLocal","Standard","38.95","4","T"
"1064","F","S","0","28589.10","N","15.60","13.19","0.00","87.09","0","0","CC","FreeLocal","Standard","100.28","1","T"
"1066","F","M","2","5237.63","N","48.753333","13.32","8.05","56.64","0","0","CC","Budget","Standard","78.02","3","F"
"1069","M","S","2","89459.90","N","53.28","11.54","1.61","22.90","0","0","CC","FreeLocal","Standard","36.05","2","T"
"1072","F","S","1","13576.50","N","39.426667","14.83","0.00","25.66","0","0","CC","Budget","Standard","40.49","4","T"
"1073","F","S","0","81710.90","N","58.54","20.95","0.00","15.46","0","1","CC","FreeLocal","Standard","36.42","4","F"
"1076","F","M","2","67388.00","N","53.12","4.79","0.50","91.04","0","1","CC","Budget","Standard","96.33","4","T"
"1077","F","M","1","57063.00","Y","52.333333","16.79","0.00","81.30","0","0","CH","Budget","Standard","98.10","4","F"
"1078","F","M","2","84166.10","N","54.013333","3.28","0.00","11.74","0","1","CC","Budget","Standard","15.02","1","T"
"1079","F","S","0","45612.90","N","14.30","12.53","0.00","311.29","1","0","CC","Budget","Standard","323.82","4","F"
"1084","F","S","1","7737.94","N","42.666667","11.05","0.00","50.84","0","0","CC","FreeLocal","Standard","61.90","4","T"
"1085","M","S","2","120000.00","N","42.00","21.37","0.00","293.24","0","0","CH","Budget","Standard","314.62","2","T"
"1086","F","M","2","45287.60","Y","29.026667","0","0.00","2.97","0","0","CC","Budget","Standard","2.97","2","F"
"1087","F","M","2","59613.10","N","34.32","12.37","0.00","163.41","0","0","CC","Budget","Intnl_discount","175.78","4","T"
"1089","F","S","1","16326.70","N","50.613333","0","0.00","1.34","0","0","CC","FreeLocal","Intnl_discount","1.34","2","T"
"1092","F","S","2","9559.78","N","51.38","18.31","0.00","59.59","0","0","CC","FreeLocal","Standard","77.91","2","T"
"1095","F","M","2","42031.80","N","50.753333","20.45","0.00","39.33","0","0","CH","Budget","Intnl_discount","59.78","4","F"
"1097","F","M","2","83284.10","Y","28.42","26.91","0.00","9.04","0","0","Auto","FreeLocal","Intnl_discount","35.96","3","F"
"1098","M","M","1","39229.10","N","26.26","28.82","4.74","13.53","0","0","CC","Budget","Intnl_discount","47.10","4","F"
"1099","F","D","1","68427.40","N","42.393333","23.76","0.00","50.05","0","0","Auto","FreeLocal","Standard","73.81","1","F"
"1101","M","S","0","3601.71","N","49.266667","9.57","4.19","111.84","0","0","Auto","Budget","Intnl_discount","125.60","4","T"
"1103","F","S","0","98716.30","N","55.66","20.97","8.23","13.92","1","0","CC","FreeLocal","Standard","43.13","4","T"
"1104","F","S","2","66182.70","Y","62.48","11.7","0.00","47.17","1","0","Auto","Budget","Standard","58.87","4","F"
"1105","F","M","2","84789.30","N","50.433333","14.22","8.80","10.45","8","0","CH","FreeLocal","Standard","33.47","4","T"
"1107","F","M","2","35976.50","Y","48.853333","18.85","0.00","31.78","1","0","Auto","FreeLocal","Intnl_discount","50.63","4","T"
"1108","F","M","0","32703.10","Y","64.92","16.8","0.00","56.09","2","0","CC","Budget","Intnl_discount","72.89","4","F"
"1110","F","M","2","8204.72","N","52.973333","15.59","0.00","24.19","1","0","CH","FreeLocal","Standard","39.79","2","F"
"1111","M","M","1","97180.40","N","50.60","8.21","9.63","45.66","0","0","CC","FreeLocal","Standard","63.51","3","T"
"1112","F","M","0","80405.10","N","60.226667","2.91","8.95","17.11","0","0","CC","FreeLocal","Standard","28.98","4","F"
"1113","F","S","2","38280.00","N","33.74","11.64","0.00","74.97","0","0","Auto","FreeLocal","Intnl_discount","86.61","2","F"
"1114","M","S","0","64136.60","Y","61.106667","16.21","1.00","125.15","0","0","CC","FreeLocal","Intnl_discount","142.37","1","T"
"1116","F","M","2","45429.70","Y","61.713333","24.7","0.00","73.04","0","0","CH","FreeLocal","Standard","97.74","2","T"
"1118","F","S","0","25285.50","N","53.986667","9.37","0.00","11.93","0","0","CC","FreeLocal","Standard","21.30","3","T"
"1119","F","M","2","77551.10","Y","33.60","20.53","0.00","41.89","0","1","CC","Budget","Intnl_discount","62.42","3","F"
"1120","F","M","0","38538.40","N","12.326667","22.86","8.32","16.48","0","0","CC","FreeLocal","Standard","47.66","1","T"
"1127","M","M","0","92881.80","N","21.38","2.15","6.12","85.29","0","0","CC","FreeLocal","Standard","93.57","2","F"
"1128","M","S","2","43634.50","N","21.78","29.44","9.42","104.64","0","0","CC","Budget","Standard","143.50","2","T"
"1132","F","S","1","13109.10","N","62.606667","22.38","0.00","40.48","0","0","Auto","Budget","Standard","62.87","1","T"
"1133","M","S","1","92647.50","N","56.046667","16.04","5.74","10.34","3","0","CC","Budget","Standard","32.13","2","T"
"1134","M","S","2","21021.60","Y","62.753333","2","0.00","11.19","2","0","CC","Budget","Standard","14.95","2","F"
"1135","M","S","0","74460.70","Y","55.34","25.53","0.99","179.93","5","0","CC","FreeLocal","Standard","206.46","2","T"
"1138","F","S","2","28787.40","N","41.666667","27.97","0.00","58.09","0","0","Auto","Budget","Standard","86.06","1","T"
"1141","M","M","1","13091.60","N","59.126667","22.79","0.00","20.26","0","0","CC","Budget","Intnl_discount","43.06","4","F"
"1144","F","M","2","62061.80","Y","45.92","29.86","0.00","52.22","0","0","Auto","FreeLocal","Standard","82.08","1","F"
"1145","F","M","1","20550.90","Y","22.12","27.72","0.86","57.06","2","0","CC","Budget","Standard","85.64","1","T"
"1148","M","M","2","1765.41","N","18.766667","3.04","0.00","44.95","6","0","CC","FreeLocal","Standard","47.99","4","F"
"1151","F","S","2","19131.10","N","56.186667","22.15","0.00","34.91","1","0","Auto","Budget","Standard","57.07","2","T"
"1157","M","M","2","42750.30","Y","50.493333","20.59","1.97","112.40","1","0","Auto","Budget","Intnl_discount","134.97","2","F"
"1159","F","S","2","2842.55","N","45.92","0","0.00","0.79","1","0","Auto","Budget","Intnl_discount","0.79","4","T"
"1160","M","M","2","22358.10","N","52.626667","15.54","1.52","12.19","2","0","CC","Budget","Standard","29.25","3","F"
"1162","M","M","0","47870.80","Y","27.26","2","1.17","12.48","1","0","CC","FreeLocal","Standard","13.82","2","F"
"1163","F","S","2","6440.46","Y","43.00","22.66","0.00","27.20","1","0","CH","Budget","Standard","49.86","2","F"
"1164","F","S","0","7325.50","N","36.92","28.52","0.00","161.54","8","0","CC","FreeLocal","Intnl_discount","190.06","3","T"
"1166","M","M","2","28766.90","N","46.84","6.11","0.00","58.08","1","0","CC","Budget","Standard","64.20","1","F"
"1171","M","S","0","72928.20","N","38.733333","7.45","0.00","196.22","2","0","CC","Budget","Standard","203.67","2","F"
"1172","M","M","2","91272.20","Y","25.033333","26.99","0.00","13.01","1","0","CC","FreeLocal","Standard","40.00","1","F"
"1178","M","S","0","65000.00","Y","52.266667","11.63","9.70","115.66","3","1","Auto","FreeLocal","Intnl_discount","137.00","1","T"
"1182","M","M","2","1406.05","Y","19.306667","11.55","0.00","15.17","2","0","CC","Budget","Standard","26.72","1","F"
"1184","F","S","0","73228.30","N","46.00","22.47","0.00","28.11","5","0","Auto","Budget","Standard","50.58","3","F"
"1185","F","S","2","76231.90","N","63.806667","2.01","0.00","150.75","0","0","Auto","FreeLocal","Standard","152.76","3","F"
"1190","M","M","1","64792.30","N","52.146667","13.05","1.51","36.84","0","0","CH","FreeLocal","Standard","51.41","1","T"
"1193","F","S","0","93322.10","Y","40.313333","29.92","0.00","8.79","0","0","CH","Budget","Intnl_discount","38.72","1","T"
"1198","M","M","1","63437.30","N","63.653333","0.68","3.35","10.94","2","0","CC","Budget","Intnl_discount","14.98","4","T"
"1202","M","M","2","49910.70","Y","51.52","27.42","0.00","23.72","6","0","CC","Budget","Standard","51.14","4","F"
"1204","M","M","1","76161.40","Y","44.573333","11.96","0.00","25.58","1","0","CC","FreeLocal","Standard","37.55","3","T"
"1205","F","M","2","55860.00","Y","14.573333","16.01","0.00","10.35","1","0","CC","FreeLocal","Intnl_discount","26.37","1","F"
"1206","F","S","1","12686.00","N","64.80","23.23","0.00","80.64","1","0","Auto","Budget","Standard","103.88","4","T"
"1214","M","M","2","57360.80","Y","53.253333","10.36","0.00","57.25","2","0","CC","FreeLocal","Standard","67.61","1","F"
"1215","M","M","0","92414.70","Y","45.513333","29.43","0.00","10.62","1","0","CC","FreeLocal","Standard","40.06","1","T"
"1216","M","M","0","60102.70","N","42.14","9.84","0.00","62.44","1","1","CH","FreeLocal","Standard","72.29","3","T"
"1218","F","M","2","17888.70","N","52.646667","29.41","0.00","332.46","8","0","CC","Budget","Standard","361.88","2","F"
"1219","F","S","1","12526.30","N","53.553333","11.72","0.00","28.86","1","0","CC","FreeLocal","Intnl_discount","40.59","3","T"
"1222","F","S","2","14578.80","Y","60.933333","11.91","0.00","95.10","2","0","Auto","Budget","Standard","107.02","1","T"
"1225","M","M","0","78572.20","Y","42.346667","21.81","0.00","29.28","1","1","CC","FreeLocal","Standard","51.09","1","T"
"1226","M","M","1","3933.74","N","17.86","9.75","0.00","47.91","0","0","CC","Budget","Intnl_discount","57.67","2","F"
"1227","F","M","2","48238.80","N","34.706667","23.28","0.00","168.03","0","0","CC","FreeLocal","Standard","191.32","1","F"
"1229","F","M","0","28770.90","N","12.34","27.99","5.32","16.27","0","0","CH","FreeLocal","Standard","49.60","3","T"
"1230","F","M","2","87578.20","Y","53.366667","0.29","0.00","22.15","0","0","CC","Budget","Standard","22.44","4","F"
"1231","F","M","2","86695.40","N","13.906667","25.94","0.00","32.09","0","0","CC","FreeLocal","Standard","58.03","1","F"
"1233","F","S","2","76791.20","N","43.00","20.71","0.00","23.00","0","0","CC","Budget","Intnl_discount",,"3","F"
"1237","F","S","1","30763.80","Y","14.193333","21.32","0.00","35.85","0","0","CC","Budget","Standard","57.17","3","T"
"1238","F","M","2","3193.60","N","54.046667","4.19","0.00","114.62","0","1","CH","Budget","Standard","118.82","3","F"
"1239","M","M","1","69680.90","N","15.846667","7.67","0.00","32.12","0","0","CC","FreeLocal","Intnl_discount","39.80","2","F"
"1242","F","M","0","77000.00","N","63.353333","29.64","0.00","90.18","0","4","Auto","FreeLocal","Intnl_discount","119.82","4","F"
"1243","M","D","0","2056.06","Y","18.94","24.07","6.98","27.75","0","0","Auto","Budget","Standard","58.80","3","T"
"1244","F","M","2","7776.60","N","35.706667","25.87","0.00","68.33","0","0","CC","FreeLocal","Standard","94.20","1","F"
"1245","M","M","1","2067.82","N","47.853333","15.25","0.00","70.65","1","0","CC","Budget","Intnl_discount","85.90","4","F"
"1246","M","S","0","78000.00","N","46.00","4.58","7.66","8.49","0","0","CC","Budget","Standard","20.74","4","T"
"1248","F","M","2","69343.30","N","42.166667","6.36","0.00","15.54","0","0","CC","FreeLocal","Standard","21.91","1","F"
"1249","F","M","0","83287.00","N","42.00","0.57","0.00","23.89","0","2","Auto","Budget","Standard","24.46","3","F"
"1252","F","M","0","14932.50","N","70.00","4.91","0.00","6.50","0","0","CC","Budget","Intnl_discount","11.42","3","F"
"1253","F","S","0","27498.10","N","70.00","2.2","0.00","9.88","0","0","CC","Budget","Intnl_discount","12.08","2","F"
"1255","F","M","2","21419.90","N","59.833333","26.39","0.00","103.12","0","0","CC","FreeLocal","Standard","129.51","4","F"
"1256","F","M","2","30665.20","Y","22.88","5.83","8.32","63.28","0","0","Auto","FreeLocal","Standard","77.44","3","F"
"1257","F","M","1","68000.00","Y","44.00","6.08","0.00","30.95","0","0","Auto","FreeLocal","Intnl_discount","37.04","1","F"
"1258","F","M","2","50561.30","N","62.00","16.6","0.00","113.31","0","1","CH","Budget","Standard","129.91","3","F"
"1260","F","S","2","23464.00","Y","55.00","22.43","0.00","41.71","0","0","CC","Budget","Intnl_discount","64.14","3","T"
"1261","F","M","2","194.57","N","41.00","28.26","0.00","38.95","0","0","CC","FreeLocal","Standard","67.21","4","F"
"1262","F","M","1","98680.40","Y","62.00","17.58","0.00","8.85","1","0","CH","FreeLocal","Intnl_discount","26.44","1","F"
"1263","M","M","0","65619.70","Y","46.00","13.56","0.00","144.66","1","0","CC","Budget","Standard","158.22","3","T"
"1264","F","M","1","95620.30","Y","41.00","10.91","0.00","93.61","8","0","CC","Budget","Standard","104.53","3","F"
"1265","F","D","1","85275.00","N","70.00","22.48","0.00","151.61","1","0","Auto","FreeLocal","Intnl_discount","174.09","3","F"
"1266","F","M","1","66921.40","Y","61.00","15.7","0.00","8.97","2","0","CC","FreeLocal","Intnl_discount","24.67","3","F"
"1267","F","M","1","98453.60","Y","55.00","13.72","0.00","11.65","1","0","Auto","FreeLocal","Standard","25.38","2","F"
"1268","F","M","2","94026.80","Y","27.746667","25","0.00","10.62","0","0","CC","FreeLocal","Intnl_discount","35.63","3","F"
"1270","F","S","2","57420.00","Y","42.00","25.18","0.00","252.53","0","1","Auto","Budget","Standard","277.72","3","F"
"1271","M","M","0","80000.00","N","56.193333","3.93","3.73","26.69","0","1","CC","FreeLocal","Standard","34.35","1","T"
"1273","M","M","2","47639.10","N","61.00","17.48","0.00","39.62","0","0","CC","Budget","Intnl_discount",,"4","F"
"1274","F","M","2","63234.50","Y","52.36","0","0.00","1.16","0","0","CH","FreeLocal","Intnl_discount","1.16","4","F"
"1275","F","S","2","46945.00","N","65.00","18.96","4.62","26.01","0","0","CC","Budget","Standard","49.60","2","F"
"1276","M","M","0","3911.90","N","59.00","5.72","8.48","25.14","0","0","CC","Budget","Intnl_discount","39.36","1","F"
"1277","F","M","0","71816.10","Y","60.00","26.57","0.00","25.26","0","0","CC","FreeLocal","Standard","51.83","4","F"
"1278","F","M","2","18296.40","Y","42.626667","0.08","0.00","10.39","0","0","CC","FreeLocal","Standard","10.47","1","F"
"1279","F","S","0","39461.00","N","22.226667","22.87","0.28","103.52","0","1","CC","FreeLocal","Standard","126.68","2","T"
"1280","F","M","1","71502.50","N","57.00","0","0.00","0.68","0","0","CC","FreeLocal","Standard","0.68","2","F"
"1281","F","S","1","66000.00","N","52.00","22.82","0.00","63.29","3","0","Auto","FreeLocal","Standard","86.12","4","F"
"1282","F","M","1","95011.50","N","52.00","0","0.00","2.83","2","0","CC","FreeLocal","Standard",,"2","F"
"1283","M","M","1","47371.00","Y","54.96","4.98","7.69","258.29","5","0","CC","Budget","Intnl_discount","270.97","2","F"
"1284","F","M","2","52957.00","Y","39.746667","25.79","0.00","125.52","0","2","CH","FreeLocal","Standard","151.32","4","F"
"1285","F","S","2","86747.10","N","64.853333","20.15","0.00","37.24","0","0","Auto","Budget","Standard","57.40","3","F"
"1286","F","M","0","57942.40","N","50.313333","19.35","0.00","105.33","0","0","CH","Budget","Intnl_discount","124.69","3","F"
"1287","F","M","1","87404.60","N","63.186667","21.63","0.00","139.20","2","0","Auto","Budget","Standard","160.84","4","F"
"1288","M","S","2","20919.00","N","55.00","6.26","4.92","153.36","6","0","CC","FreeLocal","Intnl_discount","164.54","1","F"
"1289","F","M","2","85394.00","Y","20.16","19.28","2.02","14.38","1","1","Auto","Budget","Intnl_discount","35.69","4","F"
"1290","F","S","0","2121.36","N","39.786667","2.02","0.00","36.78","1","1","CC","FreeLocal","Standard","38.80","1","T"
"1291","F","M","2","63566.10","Y","56.30","7.94","0.00","65.09","1","0","CH","Budget","Intnl_discount","73.03","3","F"
"1292","F","M","0","52089.60","N","48.00","10.81","0.00","13.05","2","0","CC","FreeLocal","Standard","23.87","2","F"
"1293","F","S","1","58328.80","N","65.00","7.37","0.00","123.88","1","0","CC","FreeLocal","Standard","131.25","3","F"
"1294","F","S","0","89813.60","N","12.846667","14.94","1.96","149.26","1","0","CC","FreeLocal","Intnl_discount","166.18","4","F"
"1296","F","M","2","82644.20","Y","33.493333","21.97","0.00","19.88","8","0","CC","FreeLocal","Intnl_discount","41.85","2","F"
