ID,Sex,Region,Children,Est_Income,Car_Owner,Status,Paymethod,LocalBilltype,Customer_Segments,Trips_To_The_Website_Yr,Avg_Spend_Per_Store_Visit,Customer_Loyality_Code,Number_Of_Transactions_Current_Year,Response,Age_BIN
497,M,3,2,72084.7,N,S,CC,Budget,High Income Families,8,9.02,1,15,Did Not Respond,4
498,F,1,0,42760.5,N,S,CC,Budget,High Income Families,11,40.23,3,7,Did Not Respond,3
499,F,2,1,49072,N,S,Auto,Budget,Married No Kids,7,10.74,2,12,Did Not Respond,3
500,F,1,0,27371.8,Y,M,CC,FreeLocal,High Income Families,29,126.55,4,8,Did Not Respond,3
504,M,2,1,71472.9,N,M,CH,Budget,Low Value and No Kids,26,114.2,3,8,Responded,3
505,F,1,0,95405.7,N,M,CC,Budget,High Income Families,3,6.21,4,4,Did Not Respond,3
506,F,1,0,95786.8,Y,S,CC,Budget,High Income Families,22,87.46,4,11,Did Not Respond,3
508,M,1,0,90321.6,N,S,Auto,FreeLocal,Married No Kids,2,11.52,2,0,Did Not Respond,2
509,M,1,0,90478.6,N,S,CC,FreeLocal,High Income Families,31,136.47,2,9,Responded,4
510,F,3,2,56187,N,M,CH,Budget,Low Value and No Kids,4,13.74,2,4,Did Not Respond,3
513,F,2,1,37000,N,S,CC,Budget,High Income Families,46,206.08,2,12,Responded,1
518,M,3,2,29616,N,M,CH,FreeLocal,Low Value and No Kids,15,45.5,1,15,Did Not Respond,3
520,M,1,0,19732.8,N,M,CC,FreeLocal,High Income Families,9,22.44,2,12,Did Not Respond,3
523,M,3,2,96.33,N,S,CC,Budget,High Income Families,12,32.88,4,13,Did Not Respond,4
526,F,3,2,52004.8,N,M,CH,Budget,Low Value and No Kids,6,23.11,1,3,Did Not Respond,1
529,M,3,2,53010.8,N,M,CC,FreeLocal,High Income Families,12,46.42,1,6,Did Not Respond,1
530,M,1,0,75004.5,N,M,CC,Budget,High Income Families,12,32.19,2,13,Did Not Respond,5
533,M,1,0,19749.3,N,M,CC,Budget,High Income Families,7,13.94,1,10,Did Not Respond,4
534,M,2,1,57626.9,Y,S,CC,Budget,High Income Families,10,38.96,3,5,Did Not Respond,3
535,M,3,2,20078,N,M,CC,Budget,High Income Families,3,6.33,4,5,Did Not Respond,2
536,F,3,2,47902,N,M,Auto,FreeLocal,Married No Kids,14,49.92,4,9,Did Not Respond,2
541,M,2,1,7545.96,Y,M,CC,Budget,High Income Families,40,178.36,3,11,Responded,1
547,F,1,0,78851.3,N,S,CC,FreeLocal,High Income Families,6,28.66,4,0,Responded,3
548,F,2,1,17540.7,Y,S,Auto,Budget,Married No Kids,7,13.45,1,11,Responded,4
549,F,1,0,83891.9,Y,M,CH,Budget,Low Value and No Kids,15,45.47,4,14,Responded,4
550,F,3,2,28220.8,N,M,CC,FreeLocal,High Income Families,8,12.46,4,13,Responded,3
552,F,1,0,28589.1,N,S,CC,FreeLocal,High Income Families,20,87.09,4,7,Responded,1
554,F,3,2,5237.63,N,M,CC,Budget,High Income Families,16,56.64,1,7,Did Not Respond,3
557,M,3,2,89459.9,N,S,CC,FreeLocal,High Income Families,7,22.9,3,6,Responded,4
560,F,2,1,13576.5,N,S,CC,Budget,High Income Families,8,25.66,4,7,Responded,3
561,F,1,0,81710.9,N,S,CC,FreeLocal,High Income Families,7,15.46,4,10,Did Not Respond,4
564,F,3,2,67388,N,M,CC,Budget,High Income Families,19,91.04,3,2,Responded,4
565,F,2,1,57063,Y,M,CH,Budget,Low Value and No Kids,20,81.3,4,8,Did Not Respond,4
566,F,3,2,84166.1,N,M,CC,Budget,High Income Families,3,11.74,1,2,Responded,4
572,F,2,1,7737.94,N,S,CC,FreeLocal,High Income Families,12,50.84,2,6,Responded,3
573,M,3,2,100020,N,S,CH,Budget,Low Value and No Kids,63,293.24,4,11,Responded,3
574,F,3,2,45287.6,Y,M,CC,Budget,High Income Families,1,2.97,3,0,Did Not Respond,2
575,F,3,2,59613.1,N,M,CC,Budget,High Income Families,35,163.41,2,6,Responded,2
577,F,2,1,16326.7,N,S,CC,FreeLocal,High Income Families,0,1.34,2,0,Responded,3
580,F,3,2,9559.78,N,S,CC,FreeLocal,High Income Families,16,59.59,3,9,Responded,4
583,F,3,2,42031.8,N,M,CH,Budget,Low Value and No Kids,12,39.33,3,10,Did Not Respond,3
585,F,3,2,83284.1,Y,M,Auto,FreeLocal,Married No Kids,7,9.04,3,13,Did Not Respond,2
586,M,2,1,39229.1,N,M,CC,Budget,High Income Families,9,13.53,4,14,Did Not Respond,2
587,F,2,1,68427.4,N,D,Auto,FreeLocal,Married No Kids,15,50.05,4,12,Did Not Respond,3
589,M,1,0,3601.71,N,S,Auto,Budget,Married No Kids,25,111.84,1,5,Did Not Respond,3
591,F,1,0,98716.3,N,S,CC,FreeLocal,High Income Families,9,13.92,4,10,Did Not Respond,4
592,F,3,2,66182.7,Y,S,Auto,Budget,Married No Kids,12,47.17,2,6,Did Not Respond,4
593,F,3,2,84789.3,N,S,CH,FreeLocal,Low Value and No Kids,7,10.45,4,7,Responded,3
595,F,3,2,35976.5,Y,M,Auto,FreeLocal,Married No Kids,10,31.78,4,9,Responded,3
596,F,1,0,32703.1,Y,M,CC,Budget,High Income Families,15,56.09,4,8,Did Not Respond,5
598,F,3,2,8204.72,N,M,CH,FreeLocal,Low Value and No Kids,8,24.19,4,8,Did Not Respond,4
599,M,2,1,97180.4,N,M,CH,FreeLocal,Low Value and No Kids,13,45.66,4,4,Responded,3
601,F,3,2,38280,N,S,Auto,FreeLocal,Married No Kids,17,74.97,4,6,Responded,2
602,M,1,0,64136.6,Y,S,CC,FreeLocal,High Income Families,28,125.15,2,8,Responded,4
604,F,3,2,45429.7,Y,M,CH,FreeLocal,Low Value and No Kids,20,73.04,3,12,Responded,4
606,F,1,0,25285.5,N,S,CC,FreeLocal,High Income Families,4,11.93,4,5,Responded,4
607,F,3,2,77551.1,Y,M,CC,Budget,High Income Families,12,41.89,3,10,Did Not Respond,2
608,F,1,0,38538.4,N,M,CC,FreeLocal,High Income Families,10,16.48,3,11,Responded,1
609,F,1,0,69350.5,Y,S,CC,FreeLocal,High Income Families,6,25.95,4,1,Responded,4
616,M,3,2,43634.5,N,S,CC,Budget,High Income Families,29,104.64,4,15,Responded,1
620,F,2,1,13109.1,N,S,Auto,Budget,Married No Kids,13,40.48,4,11,Responded,4
621,M,2,1,92647.5,N,S,CC,Budget,High Income Families,6,10.34,4,8,Responded,4
622,M,3,2,21021.6,Y,S,CC,Budget,High Income Families,3,11.19,2,2,Did Not Respond,4
623,M,1,0,74460.7,Y,S,CC,FreeLocal,High Income Families,41,179.93,3,13,Responded,4
626,F,3,2,28787.4,N,S,Auto,Budget,Married No Kids,17,58.09,3,14,Responded,3
629,M,2,1,13091.6,N,M,CC,Budget,High Income Families,9,20.26,3,11,Did Not Respond,4
632,F,3,2,62061.8,Y,M,Auto,FreeLocal,Married No Kids,16,52.22,4,15,Did Not Respond,3
633,F,2,1,20550.9,Y,M,CC,Budget,High Income Families,17,57.06,4,14,Responded,1
636,M,3,2,1765.41,N,M,CC,FreeLocal,High Income Families,10,44.95,1,2,Did Not Respond,1
639,F,3,2,19131.1,N,S,Auto,Budget,Married No Kids,11,34.91,1,11,Did Not Respond,4
645,M,3,2,42750.3,Y,M,Auto,Budget,Married No Kids,27,112.4,2,10,Did Not Respond,3
647,F,3,2,2842.55,N,S,Auto,Budget,Married No Kids,0,0.79,4,0,Did Not Respond,3
648,M,3,2,22358.1,N,M,CC,Budget,High Income Families,6,12.19,3,8,Did Not Respond,4
650,M,1,0,47870.8,Y,M,CC,FreeLocal,High Income Families,3,12.48,2,1,Did Not Respond,2
651,F,3,2,6440.46,Y,S,CH,Budget,Low Value and No Kids,10,27.2,2,11,Did Not Respond,3
652,F,1,0,7325.5,N,S,CC,FreeLocal,High Income Families,38,161.54,2,14,Responded,2
654,M,3,2,28766.9,N,M,CC,Budget,High Income Families,13,58.08,4,3,Did Not Respond,3
656,M,2,1,5252.29,N,M,Auto,Budget,Married No Kids,4,17.08,2,1,Did Not Respond,1
660,M,3,2,91272.2,Y,M,CC,FreeLocal,High Income Families,8,13.01,3,13,Did Not Respond,1
666,M,1,0,69000,Y,S,CC,FreeLocal,High Income Families,27,115.66,4,6,Responded,4
670,M,3,2,1406.05,Y,M,CC,Budget,High Income Families,5,15.17,3,6,Did Not Respond,1
672,F,1,0,73228.3,N,S,Auto,Budget,Married No Kids,10,28.11,2,11,Did Not Respond,3
673,F,3,2,76231.9,N,S,Auto,FreeLocal,Married No Kids,31,150.75,4,1,Did Not Respond,4
678,M,2,1,64792.3,N,M,CH,FreeLocal,Low Value and No Kids,10,36.84,1,7,Responded,4
681,F,1,0,93322.1,Y,S,CH,Budget,Low Value and No Kids,8,8.79,1,15,Responded,3
686,M,2,1,63437.3,N,M,CC,Budget,High Income Families,3,10.94,3,0,Responded,4
690,M,3,2,49910.7,Y,M,CC,Budget,High Income Families,10,23.72,1,14,Did Not Respond,4
692,M,1,0,76161.4,Y,M,CC,FreeLocal,High Income Families,8,25.58,3,6,Responded,3
693,F,3,2,55860,Y,M,CC,FreeLocal,High Income Families,5,10.35,4,8,Did Not Respond,1
694,F,2,1,12686,N,S,Auto,Budget,Married No Kids,21,80.64,1,12,Responded,5
702,M,3,2,57360.8,Y,M,CC,FreeLocal,High Income Families,14,57.25,2,5,Did Not Respond,4
703,M,2,1,92414.7,Y,M,CC,FreeLocal,High Income Families,8,10.62,4,15,Responded,3
704,M,2,1,60102.7,N,M,CH,FreeLocal,Low Value and No Kids,14,62.44,4,5,Responded,3
706,F,3,2,17888.7,N,M,CC,Budget,High Income Families,72,332.46,4,15,Did Not Respond,3
707,F,2,1,12526.3,N,S,CC,FreeLocal,High Income Families,8,28.86,1,6,Responded,4
710,F,3,2,14578.8,Y,S,Auto,Budget,Married No Kids,21,95.1,1,6,Did Not Respond,4
713,M,1,0,78572.2,Y,M,CC,FreeLocal,High Income Families,10,29.28,3,11,Responded,3
714,M,2,1,3933.74,N,M,CC,Budget,High Income Families,12,47.91,2,5,Responded,1
715,F,3,2,48238.8,N,M,CC,FreeLocal,High Income Families,38,168.03,1,12,Did Not Respond,2
717,F,1,0,28770.9,N,M,CH,FreeLocal,Low Value and No Kids,10,16.27,3,14,Did Not Respond,1
718,F,3,2,87578.2,Y,M,CC,Budget,High Income Families,4,22.15,2,0,Did Not Respond,4
719,F,3,2,86695.4,N,M,CC,FreeLocal,High Income Families,12,32.09,2,13,Did Not Respond,1
721,F,3,2,76791.2,N,S,CC,Budget,High Income Families,9,23,1,10,Did Not Respond,3
725,F,1,0,30763.8,Y,S,CC,Budget,High Income Families,11,35.85,4,11,Responded,1
726,F,3,2,3193.6,N,M,CH,Budget,Low Value and No Kids,24,114.62,3,2,Did Not Respond,4
730,F,1,0,83287,N,M,Auto,FreeLocal,Married No Kids,24,90.18,4,15,Responded,4
731,M,2,1,2056.06,Y,S,Auto,Budget,Married No Kids,12,27.75,4,12,Responded,1
732,F,3,2,7776.6,N,M,CC,FreeLocal,High Income Families,19,68.33,3,13,Did Not Respond,2
733,M,2,1,2067.82,N,M,CC,Budget,High Income Families,17,70.65,2,8,Did Not Respond,3
734,M,1,0,77000,N,S,CC,Budget,High Income Families,4,8.49,3,2,Responded,4
736,F,3,2,69343.3,N,M,CC,FreeLocal,High Income Families,4,15.54,2,3,Did Not Respond,3
737,F,1,0,83287,N,M,Auto,Budget,Married No Kids,5,23.89,2,0,Did Not Respond,3
740,F,1,0,14932.5,N,M,CC,Budget,High Income Families,2,6.5,2,2,Did Not Respond,3
741,F,1,0,27498.1,N,S,CC,Budget,High Income Families,2,9.88,4,1,Did Not Respond,4
743,F,3,2,21419.9,N,M,CC,FreeLocal,High Income Families,26,103.12,1,13,Did Not Respond,4
744,F,3,2,30665.2,Y,M,Auto,FreeLocal,Married No Kids,15,63.28,4,3,Did Not Respond,1
745,F,2,1,70000,Y,M,Auto,FreeLocal,Married No Kids,7,30.95,2,3,Did Not Respond,5
746,F,3,2,50561.3,N,M,CH,Budget,Low Value and No Kids,26,113.31,2,8,Did Not Respond,3
748,F,3,2,23464,Y,S,CC,Budget,High Income Families,13,41.71,3,11,Did Not Respond,4
749,F,3,2,194.57,N,M,CC,FreeLocal,High Income Families,13,38.95,2,14,Did Not Respond,3
750,F,2,1,98680.4,Y,M,CH,FreeLocal,Low Value and No Kids,5,8.85,4,9,Did Not Respond,3
751,M,1,0,65619.7,Y,M,CC,Budget,High Income Families,32,144.66,2,7,Responded,4
752,F,2,1,95620.3,Y,M,CC,Budget,High Income Families,21,93.61,4,5,Did Not Respond,3
753,F,1,0,85275,N,S,Auto,FreeLocal,Married No Kids,35,151.61,1,11,Did Not Respond,4
754,F,2,1,66921.4,Y,M,CC,FreeLocal,High Income Families,5,8.97,1,8,Did Not Respond,3
755,F,2,1,98453.6,Y,M,Auto,FreeLocal,Married No Kids,5,11.65,4,7,Did Not Respond,5
756,F,3,2,94026.8,Y,M,CC,FreeLocal,High Income Families,7,10.62,2,13,Did Not Respond,2
758,F,3,2,57420,Y,S,Auto,Budget,Married No Kids,56,252.53,4,13,Did Not Respond,4
759,M,1,0,66666,N,M,CC,FreeLocal,High Income Families,7,26.69,1,2,Responded,3
761,M,3,2,47639.1,N,M,CC,Budget,High Income Families,11,39.62,4,9,Did Not Respond,3
762,F,3,2,63234.5,Y,M,CH,FreeLocal,Low Value and No Kids,0,1.16,4,0,Did Not Respond,4
766,F,3,2,18296.4,Y,M,CC,FreeLocal,High Income Families,2,10.39,4,0,Did Not Respond,3
767,F,1,0,39461,N,S,CC,FreeLocal,High Income Families,25,103.52,1,11,Responded,1
769,F,2,1,70000,N,S,Auto,FreeLocal,Married No Kids,17,63.29,1,11,Did Not Respond,4
771,M,2,1,47371,Y,M,CC,Budget,High Income Families,54,258.29,4,2,Did Not Respond,4
772,F,3,2,52957,Y,M,CH,FreeLocal,Low Value and No Kids,30,125.52,4,13,Did Not Respond,3
773,F,3,2,86747.1,N,S,Auto,Budget,Married No Kids,11,37.24,4,10,Did Not Respond,5
775,F,2,1,87404.6,N,M,Auto,Budget,Married No Kids,32,139.2,2,11,Did Not Respond,4
777,F,3,2,85394,Y,M,Auto,Budget,Married No Kids,7,14.38,2,10,Did Not Respond,1
778,F,1,0,2121.36,N,S,CC,FreeLocal,High Income Families,8,36.78,3,1,Responded,3
779,F,3,2,63566.1,Y,M,CH,Budget,Low Value and No Kids,15,65.09,4,4,Did Not Respond,4
782,F,1,0,89813.6,N,S,CC,FreeLocal,High Income Families,33,149.26,4,7,Did Not Respond,1
783,F,3,2,25738.4,N,M,CH,Budget,Low Value and No Kids,10,19.2,1,10,Did Not Respond,3
784,F,3,2,82644.2,Y,M,CC,FreeLocal,High Income Families,8,19.88,2,11,Did Not Respond,2
785,F,2,1,27783.6,N,S,CC,FreeLocal,High Income Families,6,18.07,2,2,Responded,1
788,F,3,2,60485.5,N,M,Auto,Budget,Married No Kids,8,28.7,3,6,Did Not Respond,3
791,F,3,2,809.43,Y,M,CH,FreeLocal,Low Value and No Kids,1,2.89,4,0,Did Not Respond,2
792,M,2,1,76529.8,N,S,CC,Budget,High Income Families,9,20.05,4,9,Did Not Respond,4
793,F,3,2,34577.7,N,M,CH,Budget,Low Value and No Kids,29,116.57,4,15,Did Not Respond,4
795,F,1,0,66666,N,M,Auto,Budget,Married No Kids,15,45.46,1,14,Did Not Respond,5
796,F,3,2,19008.4,Y,S,CC,FreeLocal,High Income Families,30,137.19,4,5,Did Not Respond,4
797,F,1,0,98056.3,N,M,Auto,FreeLocal,Married No Kids,30,126.96,1,12,Did Not Respond,4
798,M,1,0,80000,Y,M,CH,Budget,Low Value and No Kids,0,2.21,1,0,Responded,4
800,M,1,0,78894.2,N,M,CH,Budget,Low Value and No Kids,9,43.23,3,1,Responded,4
801,M,2,1,16432.1,Y,S,CH,Budget,Low Value and No Kids,22,80.47,4,10,Responded,1
802,M,2,1,62797.9,N,S,CH,Budget,Low Value and No Kids,14,55.48,2,4,Did Not Respond,2
803,M,2,1,71329.9,Y,S,CC,Budget,High Income Families,13,45.92,3,7,Responded,3
807,F,1,0,20913.6,N,S,CC,FreeLocal,High Income Families,19,65.77,1,11,Responded,4
810,F,2,1,540.4,Y,S,Auto,Budget,Married No Kids,4,7.75,3,6,Responded,3
814,M,3,2,67339.8,N,M,CC,FreeLocal,High Income Families,16,48.69,3,14,Did Not Respond,1
816,M,2,1,75799.9,N,M,CC,FreeLocal,High Income Families,19,64.8,2,11,Responded,3
817,F,3,2,15688.5,N,S,CC,Budget,High Income Families,4,8.03,3,7,Did Not Respond,4
818,F,1,0,43382.3,N,S,CH,FreeLocal,Low Value and No Kids,28,99.94,3,15,Responded,1
820,F,1,0,5185.31,N,S,CC,FreeLocal,High Income Families,11,30.51,4,8,Responded,4
821,F,2,1,13011.4,N,D,CC,Budget,High Income Families,27,108.44,3,13,Did Not Respond,1
822,F,1,0,35000,N,S,CH,Budget,Low Value and No Kids,21,75.27,4,11,Responded,1
824,F,3,2,80087.7,N,M,CC,FreeLocal,High Income Families,6,22.82,3,4,Did Not Respond,3
825,F,3,2,59691.3,N,M,CC,Budget,High Income Families,56,256.7,1,11,Did Not Respond,2
827,F,3,2,11251.1,Y,S,CC,FreeLocal,High Income Families,28,113.48,4,14,Did Not Respond,4
829,M,2,1,70908.7,N,M,CC,FreeLocal,High Income Families,11,43.2,1,4,Responded,3
830,M,1,0,94928.3,N,S,CC,FreeLocal,High Income Families,19,73.74,1,7,Responded,3
832,F,3,2,50622.3,N,M,Auto,FreeLocal,Married No Kids,23,90.19,3,10,Did Not Respond,3
834,M,1,0,100020,Y,M,CC,FreeLocal,High Income Families,8,18.84,4,8,Responded,4
838,M,1,0,65000,Y,M,CH,Budget,Low Value and No Kids,18,62.81,1,15,Responded,4
840,F,3,2,93559.1,N,S,CC,Budget,High Income Families,6,29.9,4,1,Did Not Respond,4
841,F,2,1,56722.8,N,M,CC,FreeLocal,High Income Families,15,51.17,4,9,Responded,4
843,M,2,1,120000,N,M,CC,Budget,High Income Families,1,3.22,1,0,Responded,4
844,F,3,2,3416.62,Y,S,CC,Budget,High Income Families,25,104.73,1,9,Did Not Respond,1
845,F,1,0,78000,Y,M,Auto,Budget,Married No Kids,2,10.22,3,0,Did Not Respond,4
846,M,1,0,73400,Y,M,CC,FreeLocal,High Income Families,8,25.62,2,8,Responded,4
847,F,3,2,8032.16,N,M,CC,FreeLocal,High Income Families,18,59.08,3,15,Did Not Respond,3
848,F,2,1,93454.3,Y,D,Auto,FreeLocal,Married No Kids,9,25.18,2,9,Did Not Respond,3
849,M,1,0,5745,Y,M,CC,FreeLocal,High Income Families,9,17.71,1,13,Responded,1
850,F,1,0,77000,N,S,Auto,Budget,Married No Kids,43,208.19,2,0,Did Not Respond,4
851,F,1,0,92564.1,Y,S,Auto,FreeLocal,Married No Kids,15,51.68,3,12,Did Not Respond,3
853,M,1,0,68000,Y,S,CH,Budget,Low Value and No Kids,18,82.19,3,2,Responded,3
855,F,3,2,48322.5,Y,M,CC,FreeLocal,High Income Families,10,43.6,2,3,Did Not Respond,3
857,M,3,2,78373.5,N,S,Auto,Budget,Married No Kids,40,184.02,2,3,Did Not Respond,2
858,F,3,2,81913.8,Y,M,CC,FreeLocal,High Income Families,11,46.33,3,3,Did Not Respond,3
861,F,1,0,919.93,N,S,CH,Budget,Low Value and No Kids,24,93.42,4,14,Responded,3
862,F,3,2,69486.8,N,M,CC,Budget,High Income Families,3,9.39,3,4,Did Not Respond,2
863,F,3,2,24482.8,N,M,CH,Budget,Low Value and No Kids,0,2,4,0,Responded,2
865,F,1,0,14573.6,N,M,CC,Budget,High Income Families,53,236.97,4,13,Did Not Respond,5
866,F,3,2,92103.8,N,M,CC,Budget,High Income Families,3,7.43,4,4,Did Not Respond,4
867,F,3,2,8392.14,Y,S,CH,Budget,Low Value and No Kids,17,54.8,1,13,Responded,2
868,F,1,0,17138.2,N,S,CC,FreeLocal,High Income Families,21,84.67,2,10,Responded,4
870,F,3,2,47010.1,N,M,CC,Budget,High Income Families,33,164.76,2,1,Did Not Respond,4
872,F,1,0,67239.4,N,S,Auto,FreeLocal,Married No Kids,13,53.81,1,6,Did Not Respond,3
873,M,2,1,69406.7,Y,M,CC,FreeLocal,High Income Families,28,128.1,2,3,Did Not Respond,2
875,F,3,2,83259.3,N,M,CC,Budget,High Income Families,1,4.46,1,0,Did Not Respond,3
878,M,2,1,20818.5,N,M,Auto,FreeLocal,Married No Kids,13,47.85,2,5,Responded,1
882,F,3,2,2185.6,N,M,CH,Budget,Low Value and No Kids,6,20.95,1,4,Did Not Respond,4
884,M,2,1,76511.3,N,M,CC,FreeLocal,High Income Families,9,17.37,2,11,Responded,4
886,F,2,1,34555,N,M,CH,FreeLocal,Low Value and No Kids,7,8.84,4,13,Responded,1
887,F,3,2,11234.7,Y,M,CC,Budget,High Income Families,23,112.72,2,0,Did Not Respond,3
889,F,3,2,36660.9,Y,M,CH,Budget,Low Value and No Kids,1,3.36,3,0,Did Not Respond,3
891,F,3,2,68462.8,N,M,CC,FreeLocal,High Income Families,18,60.51,1,12,Did Not Respond,2
894,F,3,2,72841.3,N,M,CC,Budget,High Income Families,17,72.16,2,5,Did Not Respond,3
895,F,3,2,63670.8,Y,M,Auto,FreeLocal,Married No Kids,16,51.47,3,14,Did Not Respond,3
896,M,1,0,80000,N,S,CC,Budget,High Income Families,14,35.73,3,15,Responded,3
897,F,2,1,83287,Y,S,Auto,Budget,Married No Kids,24,100.08,3,10,Did Not Respond,3
898,M,1,0,12387.6,N,M,Auto,FreeLocal,Married No Kids,19,65.93,2,1,Did Not Respond,4
900,F,2,1,82931.3,N,M,Auto,FreeLocal,Married No Kids,27,118,1,10,Did Not Respond,5
901,F,3,2,57483.9,N,M,CH,Budget,Low Value and No Kids,9,27.29,3,9,Did Not Respond,3
903,F,3,2,21274,N,S,Auto,FreeLocal,Married No Kids,9,32.43,4,5,Responded,3
904,F,3,2,28267,N,M,CC,FreeLocal,High Income Families,43,192.53,2,11,Did Not Respond,2
906,F,3,2,36725.1,N,M,CH,Budget,Low Value and No Kids,19,77,3,4,Did Not Respond,4
910,M,2,1,94188.3,N,S,CC,Budget,High Income Families,8,19.78,4,10,Responded,4
913,F,3,2,91861,Y,M,CC,Budget,High Income Families,4,6.74,2,8,Did Not Respond,3
916,F,2,1,12374.9,Y,S,Auto,FreeLocal,Married No Kids,25,106.1,1,9,Did Not Respond,2
917,F,3,2,69133.9,Y,M,CH,FreeLocal,Low Value and No Kids,9,37.73,1,4,Responded,2
919,F,3,2,84948,Y,M,CH,FreeLocal,Low Value and No Kids,5,12.58,3,6,Did Not Respond,2
920,F,3,2,30998.8,N,M,Auto,Budget,Married No Kids,11,50.5,3,1,Did Not Respond,3
926,M,2,1,21416.5,N,D,CC,FreeLocal,High Income Families,6,8.53,2,5,Did Not Respond,2
930,M,2,1,78554.2,N,S,Auto,Budget,Married No Kids,7,23.03,2,3,Did Not Respond,1
931,M,2,1,3960.5,N,S,Auto,FreeLocal,Married No Kids,19,66.35,2,15,Responded,1
933,M,1,0,60101.1,Y,M,CH,FreeLocal,Low Value and No Kids,32,124.14,2,14,Responded,4
934,F,3,2,38215.9,N,M,Auto,Budget,Married No Kids,0,0.97,4,0,Did Not Respond,2
935,F,2,1,13829.4,N,M,CC,FreeLocal,High Income Families,35,160.42,1,15,Responded,1
936,F,3,2,49745.3,N,M,CH,Budget,Low Value and No Kids,5,24.44,2,1,Responded,3
938,F,3,2,88427,N,M,CC,Budget,High Income Families,14,43.34,2,11,Did Not Respond,1
939,F,3,2,98003.7,Y,M,CC,FreeLocal,High Income Families,17,83.39,3,1,Did Not Respond,2
940,M,1,0,89142.7,N,S,CC,Budget,High Income Families,3,5.01,4,2,Responded,4
941,F,1,0,74530.8,N,S,Auto,FreeLocal,Married No Kids,26,106.5,3,10,Did Not Respond,4
943,F,1,0,40120,N,S,CC,Budget,High Income Families,53,262.91,3,15,Responded,1
948,F,3,2,76289.2,N,M,CC,Budget,High Income Families,21,82.43,3,11,Did Not Respond,3
950,M,2,1,66931.9,N,M,CC,Budget,High Income Families,3,5.35,3,6,Responded,4
951,F,1,0,40120,Y,D,CC,FreeLocal,High Income Families,22,99.73,2,20,Responded,1
952,F,2,1,40120,N,M,Auto,FreeLocal,Married No Kids,10,26.78,4,13,Responded,1
953,F,1,0,40120,N,S,CC,Budget,High Income Families,34,154.77,3,14,Responded,1
954,F,1,0,40120,N,S,CC,Budget,High Income Families,13,61.44,2,13,Responded,1
955,F,3,2,42000,N,S,Auto,Budget,Married No Kids,8,35.73,4,17,Responded,1
956,F,1,0,40120,N,S,Auto,Budget,Married No Kids,5,9.51,4,17,Responded,1
957,F,3,2,40120,N,S,CC,FreeLocal,High Income Families,13,38.18,2,19,Responded,1
958,F,2,1,40120,N,S,CC,Budget,High Income Families,27,106.3,1,14,Responded,1
962,F,3,2,90271.6,N,M,CC,FreeLocal,High Income Families,22,96.43,1,7,Did Not Respond,3
967,F,3,2,64816.6,Y,M,CC,Budget,High Income Families,6,6.87,4,11,Responded,2
968,F,3,2,98217.1,N,M,CC,FreeLocal,High Income Families,9,13.24,4,15,Did Not Respond,3
970,F,2,1,2929.13,N,S,CH,Budget,Low Value and No Kids,20,88.23,1,7,Responded,4
972,F,3,2,41876.6,Y,M,CC,FreeLocal,High Income Families,28,132.65,4,3,Did Not Respond,3
973,M,1,0,96223.4,Y,M,CC,FreeLocal,High Income Families,4,5.73,3,6,Responded,5
974,F,1,0,15989.3,N,S,CC,Budget,High Income Families,6,25.49,3,2,Responded,4
975,M,1,0,69168.4,Y,M,CC,Budget,High Income Families,47,214.73,3,7,Responded,4
976,M,2,1,92148.5,Y,M,CC,Budget,High Income Families,23,100.9,2,1,Did Not Respond,2
977,M,1,0,96681,Y,M,CC,Budget,High Income Families,15,40.92,2,1,Did Not Respond,1
978,M,1,0,62705.9,Y,S,CC,FreeLocal,High Income Families,7,6.81,2,1,Did Not Respond,3
979,M,1,0,80221.2,N,S,Auto,FreeLocal,Married No Kids,10,49.56,2,1,Did Not Respond,2
980,M,1,0,84479.2,N,S,CC,FreeLocal,High Income Families,11,43.01,2,1,Did Not Respond,2
981,F,3,2,64977.4,N,M,CC,FreeLocal,High Income Families,9,17.66,3,14,Did Not Respond,2
982,F,1,0,77994,N,M,CH,FreeLocal,Low Value and No Kids,20,89.62,1,6,Did Not Respond,3
983,M,3,2,90103.7,N,M,CC,Budget,High Income Families,13,45.34,4,6,Did Not Respond,2
984,F,1,0,59008.4,Y,M,CC,Budget,High Income Families,6,18.73,1,6,Responded,2
985,M,3,2,5265.35,N,M,Auto,Budget,Married No Kids,6,23.46,3,1,Did Not Respond,4
986,M,2,1,84978.1,N,S,CH,FreeLocal,Low Value and No Kids,18,76.07,2,3,Did Not Respond,1
987,F,3,2,36647.9,N,M,CC,Budget,High Income Families,21,85.96,4,11,Did Not Respond,3
988,F,1,0,64319.2,N,S,CH,Budget,Low Value and No Kids,8,37.15,1,2,Responded,3
989,F,2,1,73338,N,S,Auto,Budget,Married No Kids,6,9.01,2,10,Did Not Respond,3
990,F,1,0,433.74,N,S,CC,FreeLocal,High Income Families,9,40.91,2,2,Responded,4
991,F,3,2,16962.2,N,M,CC,Budget,High Income Families,6,8.96,2,9,Did Not Respond,3
993,M,3,2,10708.3,N,M,CH,Budget,Low Value and No Kids,29,117.26,1,10,Did Not Respond,2
996,F,1,0,2031.61,N,M,CC,Budget,High Income Families,22,87.4,1,11,Responded,1
1000,F,3,2,16938.5,N,S,CH,FreeLocal,Low Value and No Kids,4,8.76,3,7,Did Not Respond,4
