ID,Income,AppliedOnline,Residence,Yrs at Current Address,Yrs with Current Employer,Number of Cards,Creditcard Debt,Loans,Loan Amount
100727.000000,51939.000000,"NO","Public Housing",5.000000,2.000000,1.000000,382.000000,0.000000,11090.000000
100728.000000,57623.000000,"YES","Owner Occupier",1.000000,10.000000,1.000000,4133.000000,1.000000,10995.000000
100729.000000,43146.000000,"NO","Owner Occupier",0.000000,10.000000,1.000000,679.000000,1.000000,10420.000000
100730.000000,57388.000000,"YES","Private Renting",23.000000,22.000000,1.000000,3450.000000,0.000000,5365.000000
100731.000000,49789.000000,"YES","Owner Occupier",2.000000,4.000000,2.000000,44.000000,0.000000,9340.000000
100732.000000,47623.000000,"YES","Owner Occupier",12.000000,7.000000,2.000000,1358.000000,1.000000,7365.000000
100733.000000,45318.000000,"NO","Private Renting",2.000000,3.000000,1.000000,461.000000,1.000000,7665.000000
100736.000000,44005.000000,"YES","Private Renting",16.000000,8.000000,2.000000,25.000000,1.000000,6920.000000
100737.000000,44306.000000,"YES","Owner Occupier",15.000000,19.000000,2.000000,7995.000000,1.000000,13220.000000
100739.000000,43185.000000,"NO","Living with parents/guardian",0.000000,8.000000,1.000000,20.000000,0.000000,9420.000000
100741.000000,45001.000000,"YES","Public Housing",11.000000,17.000000,1.000000,2134.000000,1.000000,9285.000000
100745.000000,45313.000000,"YES","Owner Occupier",13.000000,3.000000,2.000000,341.000000,1.000000,4065.000000
100746.000000,45194.000000,"NO","Owner Occupier",15.000000,10.000000,2.000000,1678.000000,1.000000,12915.000000
100749.000000,43876.000000,"YES","Private Renting",13.000000,0.000000,2.000000,98.000000,1.000000,5330.000000
100752.000000,44395.000000,"YES","Owner Occupier",20.000000,16.000000,2.000000,1299.000000,1.000000,8750.000000
100753.000000,53550.000000,"NO","Public Housing",11.000000,23.000000,1.000000,544.000000,1.000000,7260.000000
100754.000000,50816.000000,"YES","Owner Occupier",0.000000,17.000000,2.000000,2031.000000,1.000000,8075.000000
100755.000000,53660.000000,"YES","Private Renting",23.000000,17.000000,1.000000,380.000000,1.000000,7945.000000
100756.000000,59944.000000,"YES","Owner Occupier",20.000000,11.000000,2.000000,3894.000000,0.000000,9880.000000
100757.000000,54451.000000,"YES","Private Renting",14.000000,30.000000,1.000000,3312.000000,1.000000,9440.000000
100758.000000,58914.000000,"NO","Living with parents/guardian",11.000000,7.000000,1.000000,1562.000000,1.000000,9490.000000
100759.000000,47035.000000,"NO","Living with parents/guardian",8.000000,15.000000,1.000000,2003.000000,0.000000,10915.000000
100760.000000,43794.000000,"YES","Owner Occupier",9.000000,6.000000,2.000000,1430.000000,0.000000,9020.000000
100761.000000,53102.000000,"NO","Owner Occupier",15.000000,1.000000,1.000000,1147.000000,0.000000,7590.000000
100763.000000,45452.000000,"YES","Owner Occupier",12.000000,24.000000,1.000000,5490.000000,1.000000,10040.000000
100764.000000,44787.000000,"YES","Owner Occupier",9.000000,4.000000,2.000000,982.000000,0.000000,8175.000000
100765.000000,51498.000000,"YES","Private Renting",26.000000,9.000000,1.000000,589.000000,1.000000,10150.000000
100766.000000,57376.000000,"YES","Private Renting",21.000000,27.000000,2.000000,684.000000,1.000000,9845.000000
100767.000000,51724.000000,"YES","Owner Occupier",15.000000,3.000000,1.000000,88.000000,1.000000,7150.000000
100768.000000,52772.000000,"YES","Owner Occupier",23.000000,9.000000,2.000000,1348.000000,1.000000,8340.000000
100769.000000,58529.000000,"YES","Sheltered",0.000000,9.000000,1.000000,1108.000000,0.000000,11775.000000
100770.000000,53983.000000,"YES","Public Housing",1.000000,9.000000,2.000000,2117.000000,0.000000,9585.000000
100781.000000,44294.000000,"YES","Owner Occupier",9.000000,20.000000,2.000000,3195.000000,1.000000,10825.000000
100782.000000,43608.000000,"NO","Owner Occupier",2.000000,20.000000,1.000000,452.000000,0.000000,7610.000000
100784.000000,44261.000000,"NO","Owner Occupier",9.000000,22.000000,1.000000,823.000000,1.000000,8010.000000
100785.000000,43823.000000,"NO","Living with parents/guardian",14.000000,1.000000,2.000000,2245.000000,1.000000,9795.000000
100789.000000,43151.000000,"NO","Private Renting",6.000000,9.000000,1.000000,681.000000,1.000000,7290.000000
100790.000000,44072.000000,"YES","Owner Occupier",5.000000,5.000000,1.000000,1250.000000,0.000000,10590.000000
100792.000000,44230.000000,"YES","Owner Occupier",9.000000,22.000000,2.000000,3106.000000,0.000000,540.000000
100793.000000,50552.000000,"YES","Owner Occupier",5.000000,23.000000,1.000000,466.000000,0.000000,6880.000000
100794.000000,53704.000000,"YES","Owner Occupier",21.000000,17.000000,2.000000,490.000000,1.000000,2825.000000
100795.000000,53842.000000,"YES","Owner Occupier",25.000000,13.000000,2.000000,3115.000000,0.000000,6150.000000
100796.000000,58381.000000,"YES","Private Renting",16.000000,12.000000,1.000000,829.000000,0.000000,11750.000000
100797.000000,51385.000000,"YES","Owner Occupier",14.000000,10.000000,1.000000,777.000000,0.000000,7430.000000
100798.000000,47111.000000,"YES","Private Renting",1.000000,14.000000,2.000000,1001.000000,1.000000,10510.000000
100799.000000,49866.000000,"NO","Owner Occupier",10.000000,24.000000,1.000000,2493.000000,0.000000,9340.000000
100802.000000,48607.000000,"YES","Owner Occupier",19.000000,23.000000,2.000000,985.000000,1.000000,4415.000000
101272.000000,43593.000000,"YES","Owner Occupier",13.000000,0.000000,1.000000,2315.000000,0.000000,12820.000000
101280.000000,44202.000000,"YES","Owner Occupier",8.000000,0.000000,2.000000,748.000000,0.000000,10455.000000
101282.000000,45715.000000,"YES","Owner Occupier",8.000000,14.000000,2.000000,772.000000,1.000000,12985.000000
101285.000000,44974.000000,"YES","Public Housing",14.000000,18.000000,2.000000,2772.000000,0.000000,9515.000000
101295.000000,52725.000000,"YES","Private Renting",26.000000,9.000000,2.000000,12.000000,0.000000,4415.000000
101303.000000,43795.000000,"YES","Public Housing",17.000000,5.000000,2.000000,1171.000000,0.000000,11285.000000
101306.000000,43650.000000,"YES","Public Housing",8.000000,12.000000,1.000000,267.000000,0.000000,7800.000000
101320.000000,44483.000000,"NO","Owner Occupier",16.000000,15.000000,2.000000,116.000000,0.000000,7535.000000
101324.000000,51383.000000,"NO","Owner Occupier",19.000000,12.000000,2.000000,1119.000000,1.000000,7955.000000
101325.000000,52540.000000,"YES","Sheltered",0.000000,15.000000,2.000000,397.000000,0.000000,8250.000000
101330.000000,45217.000000,"YES","Private Renting",19.000000,8.000000,1.000000,732.000000,0.000000,5860.000000
101334.000000,44895.000000,"YES","Owner Occupier",8.000000,0.000000,2.000000,888.000000,1.000000,8915.000000
101338.000000,45813.000000,"NO","Owner Occupier",10.000000,13.000000,1.000000,59.000000,0.000000,7385.000000
101347.000000,55554.000000,"YES","Public Housing",27.000000,0.000000,1.000000,708.000000,0.000000,8615.000000
101353.000000,43908.000000,"NO","Public Housing",18.000000,15.000000,1.000000,4242.000000,0.000000,7915.000000
101354.000000,57718.000000,"YES","Owner Occupier",25.000000,16.000000,2.000000,1555.000000,1.000000,6285.000000
101360.000000,44052.000000,"YES","Owner Occupier",13.000000,5.000000,2.000000,375.000000,0.000000,9305.000000
101363.000000,44193.000000,"YES","Public Housing",18.000000,3.000000,1.000000,260.000000,0.000000,6605.000000
101365.000000,45115.000000,"YES","Private Renting",11.000000,13.000000,2.000000,5189.000000,1.000000,16935.000000
101376.000000,58505.000000,"YES","Owner Occupier",11.000000,9.000000,2.000000,668.000000,0.000000,5370.000000
101377.000000,51945.000000,"NO","Public Housing",19.000000,0.000000,1.000000,25.000000,1.000000,7480.000000
101382.000000,49008.000000,"YES","Private Renting",10.000000,16.000000,2.000000,216.000000,0.000000,10910.000000
101383.000000,54013.000000,"YES","Private Renting",9.000000,4.000000,1.000000,996.000000,0.000000,11105.000000
101385.000000,52896.000000,"YES","Owner Occupier",19.000000,6.000000,2.000000,1655.000000,1.000000,8975.000000
101386.000000,54603.000000,"NO","Owner Occupier",8.000000,30.000000,2.000000,1562.000000,1.000000,7760.000000
101388.000000,48511.000000,"NO","Owner Occupier",21.000000,25.000000,1.000000,793.000000,0.000000,9550.000000
101389.000000,59036.000000,"YES","Owner Occupier",7.000000,6.000000,1.000000,495.000000,1.000000,8915.000000
101394.000000,44997.000000,"NO","Public Housing",6.000000,18.000000,1.000000,1238.000000,1.000000,8070.000000
101399.000000,44617.000000,"NO","Owner Occupier",4.000000,10.000000,2.000000,154.000000,1.000000,925.000000
101405.000000,43482.000000,"YES","Owner Occupier",4.000000,1.000000,1.000000,361.000000,1.000000,8375.000000
101407.000000,43989.000000,"YES","Owner Occupier",8.000000,10.000000,1.000000,30.000000,1.000000,5805.000000
101412.000000,56891.000000,"NO","Owner Occupier",26.000000,1.000000,1.000000,1543.000000,1.000000,5545.000000
101414.000000,58026.000000,"YES","Living with parents/guardian",17.000000,13.000000,1.000000,6156.000000,0.000000,15905.000000
101415.000000,53791.000000,"YES","Owner Occupier",1.000000,15.000000,1.000000,1844.000000,1.000000,11855.000000
101419.000000,51219.000000,"YES","Private Renting",14.000000,15.000000,2.000000,1292.000000,1.000000,7005.000000
101421.000000,56486.000000,"YES","Owner Occupier",5.000000,11.000000,1.000000,696.000000,1.000000,4240.000000
101423.000000,49007.000000,"NO","Living with parents/guardian",14.000000,18.000000,1.000000,13360.000000,0.000000,24375.000000
101430.000000,45066.000000,"YES","Private Renting",16.000000,15.000000,1.000000,860.000000,1.000000,6605.000000
101432.000000,44202.000000,"NO","Owner Occupier",1.000000,23.000000,2.000000,2611.000000,0.000000,12915.000000
101439.000000,43890.000000,"YES","Owner Occupier",19.000000,18.000000,2.000000,505.000000,1.000000,6960.000000
101448.000000,53201.000000,"NO","Owner Occupier",18.000000,29.000000,1.000000,17134.000000,0.000000,16275.000000
101450.000000,54673.000000,"YES","Owner Occupier",15.000000,22.000000,2.000000,3086.000000,1.000000,11875.000000
101452.000000,57689.000000,"NO","Owner Occupier",25.000000,19.000000,1.000000,331.000000,1.000000,9915.000000
101453.000000,45869.000000,"YES","Private Renting",21.000000,8.000000,2.000000,71.000000,1.000000,9240.000000
101456.000000,47026.000000,"NO","Private Renting",23.000000,18.000000,2.000000,1368.000000,0.000000,6955.000000
101458.000000,46645.000000,"NO","Owner Occupier",19.000000,4.000000,1.000000,884.000000,0.000000,6045.000000
101468.000000,45970.000000,"NO","Owner Occupier",11.000000,7.000000,1.000000,579.000000,0.000000,9280.000000
101470.000000,45949.000000,"NO","Private Renting",17.000000,7.000000,1.000000,3865.000000,0.000000,13010.000000
101472.000000,45659.000000,"YES","Public Housing",12.000000,17.000000,1.000000,9466.000000,1.000000,17050.000000
101477.000000,43761.000000,"NO","Owner Occupier",10.000000,6.000000,1.000000,1418.000000,0.000000,11245.000000
101491.000000,46785.000000,"YES","Private Renting",14.000000,4.000000,1.000000,1227.000000,1.000000,6510.000000
101492.000000,53365.000000,"YES","Owner Occupier",21.000000,26.000000,1.000000,3819.000000,0.000000,10250.000000
101494.000000,55421.000000,"NO","Owner Occupier",11.000000,3.000000,2.000000,1169.000000,0.000000,10715.000000
101495.000000,47734.000000,"YES","Sheltered",23.000000,6.000000,2.000000,2631.000000,1.000000,14355.000000
101497.000000,55777.000000,"YES","Private Renting",1.000000,11.000000,2.000000,453.000000,0.000000,6215.000000
101503.000000,44095.000000,"YES","Private Renting",13.000000,4.000000,1.000000,368.000000,0.000000,8730.000000
101505.000000,45153.000000,"NO","Owner Occupier",2.000000,13.000000,2.000000,804.000000,1.000000,8900.000000
101512.000000,45621.000000,"YES","Owner Occupier",1.000000,19.000000,1.000000,1878.000000,0.000000,9260.000000
101519.000000,43408.000000,"YES","Owner Occupier",10.000000,4.000000,2.000000,1106.000000,0.000000,10605.000000
101524.000000,57004.000000,"YES","Private Renting",14.000000,31.000000,1.000000,3561.000000,0.000000,6720.000000
101531.000000,45159.000000,"NO","Owner Occupier",6.000000,12.000000,1.000000,2310.000000,0.000000,12065.000000
101532.000000,48931.000000,"YES","Owner Occupier",11.000000,19.000000,2.000000,652.000000,0.000000,7795.000000
101537.000000,45081.000000,"NO","Owner Occupier",14.000000,15.000000,2.000000,713.000000,1.000000,8430.000000
101549.000000,44460.000000,"YES","Owner Occupier",4.000000,16.000000,1.000000,3467.000000,1.000000,9290.000000
101551.000000,43707.000000,"YES","Owner Occupier",8.000000,9.000000,1.000000,1131.000000,0.000000,9365.000000
101561.000000,45721.000000,"YES","Living with parents/guardian",3.000000,14.000000,1.000000,294.000000,1.000000,7925.000000
101570.000000,55565.000000,"NO","Owner Occupier",23.000000,0.000000,2.000000,2219.000000,0.000000,11885.000000
101578.000000,45750.000000,"YES","Public Housing",13.000000,13.000000,1.000000,1930.000000,1.000000,11355.000000
101580.000000,44477.000000,"NO","Private Renting",19.000000,15.000000,1.000000,351.000000,0.000000,8290.000000
101588.000000,45266.000000,"NO","Public Housing",3.000000,5.000000,1.000000,6805.000000,0.000000,21360.000000
101592.000000,55390.000000,"NO","Living with parents/guardian",23.000000,3.000000,1.000000,812.000000,0.000000,7180.000000
101593.000000,50445.000000,"YES","Public Housing",10.000000,8.000000,1.000000,237.000000,1.000000,9310.000000
101598.000000,43514.000000,"YES","Private Renting",17.000000,0.000000,2.000000,274.000000,0.000000,3425.000000
101599.000000,52495.000000,"NO","Owner Occupier",18.000000,16.000000,2.000000,2527.000000,1.000000,10375.000000
101600.000000,45537.000000,"YES","Private Renting",22.000000,21.000000,2.000000,2698.000000,1.000000,8885.000000
101602.000000,44892.000000,"YES","Private Renting",12.000000,2.000000,2.000000,3337.000000,0.000000,11195.000000
101624.000000,43677.000000,"YES","Sheltered",16.000000,9.000000,1.000000,740.000000,0.000000,10915.000000
101626.000000,52887.000000,"YES","Public Housing",10.000000,9.000000,2.000000,1339.000000,0.000000,8560.000000
101627.000000,44671.000000,"YES","Private Renting",16.000000,9.000000,2.000000,3971.000000,1.000000,12050.000000
101635.000000,44039.000000,"YES","Owner Occupier",17.000000,6.000000,2.000000,109.000000,1.000000,6590.000000
101660.000000,49850.000000,"YES","Living with parents/guardian",5.000000,1.000000,2.000000,1265.000000,1.000000,4535.000000
101664.000000,50631.000000,"YES","Private Renting",26.000000,21.000000,2.000000,2132.000000,0.000000,3110.000000
101670.000000,56470.000000,"YES","Private Renting",31.000000,15.000000,2.000000,390.000000,0.000000,7055.000000
101672.000000,54777.000000,"YES","Public Housing",26.000000,17.000000,2.000000,2814.000000,1.000000,10895.000000
101676.000000,44597.000000,"YES","Owner Occupier",10.000000,12.000000,2.000000,468.000000,0.000000,8630.000000
101682.000000,44270.000000,"YES","Owner Occupier",3.000000,22.000000,2.000000,962.000000,1.000000,7845.000000
101684.000000,45712.000000,"YES","Owner Occupier",14.000000,15.000000,2.000000,2216.000000,0.000000,8910.000000
101694.000000,53307.000000,"YES","Owner Occupier",8.000000,27.000000,2.000000,1984.000000,1.000000,9475.000000
101696.000000,43977.000000,"YES","Public Housing",14.000000,12.000000,1.000000,4763.000000,1.000000,11145.000000
101698.000000,58785.000000,"NO","Private Renting",31.000000,16.000000,2.000000,1111.000000,0.000000,7415.000000
101700.000000,55140.000000,"NO","Owner Occupier",20.000000,13.000000,2.000000,5095.000000,0.000000,8540.000000
101701.000000,46501.000000,"YES","Private Renting",5.000000,5.000000,2.000000,327.000000,1.000000,9070.000000
101703.000000,45368.000000,"NO","Owner Occupier",4.000000,2.000000,2.000000,711.000000,1.000000,10340.000000
101704.000000,43651.000000,"YES","Private Renting",4.000000,11.000000,2.000000,527.000000,1.000000,6090.000000
101707.000000,46119.000000,"YES","Private Renting",1.000000,6.000000,1.000000,104.000000,0.000000,11470.000000
101716.000000,45217.000000,"NO","Owner Occupier",17.000000,8.000000,2.000000,445.000000,1.000000,11455.000000
101720.000000,44682.000000,"YES","Private Renting",12.000000,9.000000,1.000000,1192.000000,1.000000,7320.000000
101722.000000,45390.000000,"YES","Owner Occupier",3.000000,2.000000,2.000000,154.000000,0.000000,11710.000000
101730.000000,57388.000000,"YES","Private Renting",23.000000,22.000000,1.000000,3450.000000,0.000000,5365.000000
101731.000000,49789.000000,"YES","Owner Occupier",2.000000,4.000000,2.000000,44.000000,0.000000,9340.000000
101732.000000,47623.000000,"YES","Owner Occupier",12.000000,7.000000,2.000000,1358.000000,1.000000,7365.000000
101737.000000,44306.000000,"YES","Owner Occupier",15.000000,19.000000,2.000000,7995.000000,1.000000,13220.000000
101739.000000,43185.000000,"NO","Living with parents/guardian",0.000000,8.000000,1.000000,20.000000,0.000000,9420.000000
101746.000000,45194.000000,"NO","Owner Occupier",15.000000,10.000000,2.000000,1678.000000,1.000000,12915.000000
101749.000000,43876.000000,"YES","Private Renting",13.000000,0.000000,2.000000,98.000000,1.000000,5330.000000
101753.000000,53550.000000,"NO","Public Housing",11.000000,23.000000,1.000000,544.000000,1.000000,7260.000000
101754.000000,50816.000000,"YES","Owner Occupier",0.000000,17.000000,2.000000,2031.000000,1.000000,8075.000000
101756.000000,59944.000000,"YES","Owner Occupier",20.000000,11.000000,2.000000,3894.000000,0.000000,9880.000000
101757.000000,54451.000000,"YES","Private Renting",14.000000,30.000000,1.000000,3312.000000,1.000000,9440.000000
101760.000000,43794.000000,"YES","Owner Occupier",9.000000,6.000000,2.000000,1430.000000,0.000000,9020.000000
101763.000000,45452.000000,"YES","Owner Occupier",12.000000,24.000000,1.000000,5490.000000,1.000000,10040.000000
101764.000000,44787.000000,"YES","Owner Occupier",9.000000,4.000000,2.000000,982.000000,0.000000,8175.000000
101770.000000,53983.000000,"YES","Public Housing",1.000000,9.000000,2.000000,2117.000000,0.000000,9585.000000
101784.000000,44261.000000,"NO","Owner Occupier",9.000000,22.000000,1.000000,823.000000,1.000000,8010.000000
101789.000000,43151.000000,"NO","Private Renting",6.000000,9.000000,1.000000,681.000000,1.000000,7290.000000
101793.000000,50552.000000,"YES","Owner Occupier",5.000000,23.000000,1.000000,466.000000,0.000000,6880.000000
101797.000000,51385.000000,"YES","Owner Occupier",14.000000,10.000000,1.000000,777.000000,0.000000,7430.000000
101798.000000,47111.000000,"YES","Private Renting",1.000000,14.000000,2.000000,1001.000000,1.000000,10510.000000
101802.000000,48607.000000,"YES","Owner Occupier",19.000000,23.000000,2.000000,985.000000,1.000000,4415.000000
103352.000000,60246.000000,"YES","Sheltered",0.000000,9.000000,1.000000,1140.000000,0.000000,12120.000000
103528.000000,46336.000000,"YES","Public Housing",11.000000,10.000000,2.000000,1173.000000,0.000000,7499.000000
103367.000000,43769.000000,"YES","Sheltered",24.000000,6.000000,2.000000,2412.000000,1.000000,13162.000000
102994.000000,46434.000000,"YES","Private Renting",24.000000,9.000000,2.000000,71.000000,1.000000,9353.000000
103482.000000,50901.000000,"YES","Private Renting",26.000000,9.000000,2.000000,11.000000,0.000000,4262.000000
102876.000000,50544.000000,"YES","Owner Occupier",16.000000,20.000000,1.000000,3617.000000,0.000000,9708.000000
103209.000000,57794.000000,"YES","Owner Occupier",14.000000,28.000000,1.000000,11874.000000,0.000000,14443.000000
102875.000000,52169.000000,"YES","Private Renting",22.000000,16.000000,1.000000,369.000000,1.000000,7724.000000
103571.000000,58957.000000,"YES","Owner Occupier",15.000000,21.000000,2.000000,3327.000000,1.000000,12805.000000
103047.000000,42013.000000,"YES","Private Renting",23.000000,22.000000,2.000000,2489.000000,1.000000,8197.000000
103351.000000,51587.000000,"YES","Owner Occupier",12.000000,9.000000,1.000000,780.000000,0.000000,7459.000000
103254.000000,41518.000000,"YES","Private Renting",10.000000,4.000000,1.000000,137.000000,0.000000,8351.000000
103194.000000,50120.000000,"YES","Owner Occupier",20.000000,16.000000,2.000000,457.000000,1.000000,2636.000000
103572.000000,47045.000000,"NO","Owner Occupier",10.000000,6.000000,1.000000,592.000000,0.000000,9497.000000
102935.000000,40775.000000,"YES","Owner Occupier",16.000000,6.000000,2.000000,347.000000,0.000000,8613.000000
102886.000000,53741.000000,"YES","Private Renting",4.000000,12.000000,2.000000,648.000000,1.000000,7497.000000
103624.000000,47920.000000,"NO","Private Renting",21.000000,6.000000,1.000000,788.000000,1.000000,8683.000000
103611.000000,42252.000000,"YES","Private Renting",4.000000,7.000000,2.000000,520.000000,1.000000,9773.000000
103022.000000,59639.000000,"NO","Owner Occupier",11.000000,3.000000,1.000000,468.000000,0.000000,10091.000000
103441.000000,49535.000000,"NO","Owner Occupier",17.000000,28.000000,1.000000,15953.000000,0.000000,15153.000000
103245.000000,55293.000000,"YES","Private Renting",15.000000,16.000000,2.000000,1394.000000,1.000000,7562.000000
103165.000000,40915.000000,"NO","Private Renting",5.000000,8.000000,1.000000,645.000000,1.000000,6912.000000
103250.000000,44499.000000,"YES","Owner Occupier",4.000000,2.000000,2.000000,150.000000,0.000000,11480.000000
103589.000000,46349.000000,"NO","Owner Occupier",16.000000,2.000000,2.000000,1176.000000,0.000000,3552.000000
103044.000000,40084.000000,"NO","Public Housing",20.000000,13.000000,2.000000,679.000000,0.000000,4689.000000
103275.000000,62170.000000,"YES","Private Renting",24.000000,19.000000,2.000000,2617.000000,0.000000,3818.000000
103296.000000,39027.000000,"YES","Public Housing",4.000000,10.000000,1.000000,724.000000,1.000000,5629.000000
103371.000000,46231.000000,"YES","Living with parents/guardian",3.000000,14.000000,1.000000,297.000000,1.000000,8013.000000
103029.000000,47981.000000,"NO","Living with parents/guardian",0.000000,8.000000,1.000000,22.000000,0.000000,10466.000000
103007.000000,41417.000000,"YES","Owner Occupier",2.000000,8.000000,2.000000,828.000000,1.000000,9774.000000
103639.000000,45261.000000,"NO","Owner Occupier",19.000000,12.000000,1.000000,2335.000000,1.000000,5594.000000
103413.000000,44543.000000,"YES","Public Housing",6.000000,4.000000,1.000000,1119.000000,0.000000,7802.000000
103586.000000,60356.000000,"NO","Public Housing",13.000000,3.000000,1.000000,2888.000000,0.000000,10670.000000
102889.000000,52823.000000,"YES","Owner Occupier",13.000000,21.000000,1.000000,769.000000,1.000000,12044.000000
103534.000000,47496.000000,"YES","Public Housing",15.000000,17.000000,1.000000,6640.000000,0.000000,7979.000000
103489.000000,54262.000000,"NO","Public Housing",28.000000,17.000000,2.000000,13290.000000,1.000000,18162.000000
103547.000000,48092.000000,"YES","Private Renting",11.000000,9.000000,1.000000,1282.000000,1.000000,7878.000000
103313.000000,47879.000000,"YES","Owner Occupier",5.000000,22.000000,1.000000,441.000000,0.000000,6516.000000
103168.000000,47403.000000,"NO","Public Housing",17.000000,0.000000,1.000000,22.000000,1.000000,6825.000000
103456.000000,44171.000000,"NO","Owner Occupier",4.000000,11.000000,2.000000,152.000000,1.000000,915.000000
103465.000000,43871.000000,"NO","Owner Occupier",18.000000,9.000000,2.000000,431.000000,1.000000,11114.000000
103533.000000,53782.000000,"YES","Owner Occupier",27.000000,11.000000,2.000000,1373.000000,1.000000,8499.000000
103355.000000,54321.000000,"YES","Private Renting",1.000000,5.000000,1.000000,122.000000,0.000000,13509.000000
103641.000000,48693.000000,"NO","Sheltered",12.000000,5.000000,2.000000,682.000000,1.000000,13165.000000
103418.000000,59191.000000,"YES","Owner Occupier",5.000000,12.000000,1.000000,729.000000,1.000000,4443.000000
103018.000000,48267.000000,"YES","Owner Occupier",10.000000,21.000000,1.000000,5830.000000,1.000000,10661.000000
103140.000000,48495.000000,"NO","Owner Occupier",24.000000,1.000000,1.000000,1315.000000,1.000000,4726.000000
103527.000000,45898.000000,"YES","Owner Occupier",7.000000,12.000000,2.000000,775.000000,1.000000,13037.000000
102914.000000,49270.000000,"YES","Owner Occupier",2.000000,24.000000,2.000000,518.000000,1.000000,14468.000000
103156.000000,50621.000000,"NO","Owner Occupier",25.000000,23.000000,2.000000,1047.000000,0.000000,9940.000000
103099.000000,49788.000000,"YES","Living with parents/guardian",4.000000,17.000000,1.000000,320.000000,1.000000,8630.000000
103322.000000,55557.000000,"YES","Owner Occupier",11.000000,9.000000,2.000000,634.000000,0.000000,5099.000000
102956.000000,46341.000000,"YES","Private Renting",18.000000,8.000000,1.000000,750.000000,0.000000,6005.000000
103483.000000,60161.000000,"NO","Public Housing",13.000000,27.000000,1.000000,611.000000,1.000000,8156.000000
103196.000000,38112.000000,"YES","Owner Occupier",14.000000,5.000000,2.000000,324.000000,0.000000,8050.000000
103460.000000,44021.000000,"NO","Owner Occupier",7.000000,14.000000,1.000000,2251.000000,0.000000,11761.000000
102868.000000,41167.000000,"NO","Owner Occupier",19.000000,16.000000,1.000000,1892.000000,0.000000,9365.000000
102982.000000,41346.000000,"YES","Owner Occupier",15.000000,0.000000,1.000000,2195.000000,0.000000,12159.000000
103536.000000,59775.000000,"YES","Public Housing",9.000000,7.000000,1.000000,280.000000,1.000000,11032.000000
103385.000000,47837.000000,"NO","Owner Occupier",10.000000,25.000000,1.000000,889.000000,1.000000,8657.000000
103128.000000,57919.000000,"NO","Owner Occupier",21.000000,14.000000,2.000000,1261.000000,1.000000,8966.000000
103136.000000,44453.000000,"YES","Owner Occupier",18.000000,28.000000,1.000000,1246.000000,1.000000,8584.000000
102842.000000,41451.000000,"YES","Owner Occupier",18.000000,7.000000,2.000000,102.000000,1.000000,6202.000000
103594.000000,45576.000000,"NO","Owner Occupier",7.000000,14.000000,1.000000,2331.000000,0.000000,12176.000000
102979.000000,47663.000000,"NO","Owner Occupier",18.000000,16.000000,2.000000,2294.000000,1.000000,9420.000000
103145.000000,52607.000000,"NO","Owner Occupier",17.000000,16.000000,2.000000,137.000000,0.000000,8911.000000
103115.000000,38580.000000,"YES","Owner Occupier",9.000000,19.000000,1.000000,3385.000000,1.000000,4974.000000
102993.000000,37439.000000,"YES","Sheltered",0.000000,14.000000,2.000000,282.000000,0.000000,5878.000000
103167.000000,41372.000000,"NO","Living with parents/guardian",12.000000,9.000000,2.000000,328.000000,1.000000,11017.000000
103057.000000,54489.000000,"NO","Owner Occupier",2.000000,13.000000,2.000000,970.000000,1.000000,10740.000000
102894.000000,52868.000000,"YES","Private Renting",15.000000,32.000000,1.000000,3215.000000,1.000000,9165.000000
102907.000000,46292.000000,"YES","Owner Occupier",9.000000,6.000000,2.000000,333.000000,1.000000,5643.000000
103088.000000,42886.000000,"YES","Owner Occupier",8.000000,18.000000,1.000000,2028.000000,0.000000,8941.000000
103207.000000,48607.000000,"YES","Private Renting",13.000000,0.000000,2.000000,108.000000,1.000000,5904.000000
102963.000000,52416.000000,"YES","Owner Occupier",10.000000,11.000000,1.000000,361.000000,0.000000,8461.000000
103562.000000,41768.000000,"YES","Public Housing",9.000000,13.000000,1.000000,255.000000,0.000000,7463.000000
103377.000000,43217.000000,"YES","Owner Occupier",13.000000,11.000000,2.000000,1036.000000,0.000000,9241.000000
103419.000000,50122.000000,"YES","Public Housing",6.000000,16.000000,2.000000,1496.000000,1.000000,10108.000000
103009.000000,65340.000000,"NO","Owner Occupier",22.000000,0.000000,2.000000,2609.000000,0.000000,13975.000000
103462.000000,55724.000000,"YES","Private Renting",21.000000,20.000000,1.000000,3350.000000,0.000000,5209.000000
103147.000000,47163.000000,"YES","Owner Occupier",11.000000,12.000000,2.000000,1999.000000,1.000000,12247.000000
103409.000000,52032.000000,"YES","Owner Occupier",19.000000,23.000000,2.000000,1054.000000,1.000000,4726.000000
103158.000000,42846.000000,"NO","Owner Occupier",4.000000,20.000000,1.000000,502.000000,0.000000,9800.000000
102883.000000,51103.000000,"NO","Owner Occupier",3.000000,12.000000,1.000000,302.000000,0.000000,6238.000000
103402.000000,50481.000000,"YES","Owner Occupier",14.000000,2.000000,1.000000,1798.000000,1.000000,9897.000000
103573.000000,50759.000000,"NO","Living with parents/guardian",12.000000,7.000000,1.000000,1345.000000,1.000000,8176.000000
103338.000000,45848.000000,"YES","Private Renting",30.000000,10.000000,1.000000,524.000000,1.000000,9036.000000
103532.000000,53829.000000,"YES","Living with parents/guardian",5.000000,1.000000,2.000000,1365.000000,1.000000,4897.000000
