"ID","Income","AppliedOnline","Residence","Yrs at Current Address","Yrs with Current Employer","Number of Cards","Creditcard Debt","Loans","Loan Amount","SalePrice","Location","MortgageDefault"
"100720.00","44682.00","YES","Private Renting","12.00","9.00","1.00","1192.00","1.00","7320.00","475000","110","YES"
"100721.00","43669.00","YES","Living with parents/guardian","18.00","10.00","1.00","2518.00","0.00","12500.00","325000","100","YES"
"100722.00","45390.00","YES","Owner Occupier","3.00","2.00","2.00","154.00","0.00","11710.00","242500","110","NO"
"100724.00","43348.00","NO","Sheltered","12.00","5.00","2.00","608.00","1.00","11720.00","200000","120","YES"
"100725.00","57598.00","YES","Public Housing","25.00","16.00","1.00","2171.00","1.00","5140.00","207000","100","NO"
"100727.00","51939.00","NO","Public Housing","5.00","2.00","1.00","382.00","0.00","11090.00","105000","101","YES"
"100728.00","57623.00","YES","Owner Occupier","1.00","10.00","1.00","4133.00","1.00","10995.00","105000","101","NO"
"100729.00","43146.00","NO","Owner Occupier","0.00","10.00","1.00","679.00","1.00","10420.00","105000","101","YES"
"100730.00","57388.00","YES","Private Renting","23.00","22.00","1.00","3450.00","0.00","5365.00","105000","101","YES"
"100731.00","49789.00","YES","Owner Occupier","2.00","4.00","2.00","44.00","0.00","9340.00","200000","100","NO"
"100732.00","47623.00","YES","Owner Occupier","12.00","7.00","2.00","1358.00","1.00","7365.00","275000","130","YES"
"100733.00","45318.00","NO","Private Renting","2.00","3.00","1.00","461.00","1.00","7665.00","305000","130","YES"
"100736.00","44005.00","YES","Private Renting","16.00","8.00","2.00","25.00","1.00","6920.00","179000","130","NO"
"100737.00","44306.00","YES","Owner Occupier","15.00","19.00","2.00","7995.00","1.00","13220.00","275000","130","YES"
"100739.00","43185.00","NO","Living with parents/guardian","0.00","8.00","1.00","20.00","0.00","9420.00","305000","130","NO"
"100741.00","45001.00","YES","Public Housing","11.00","17.00","1.00","2134.00","1.00","9285.00","370000","110","YES"
"100745.00","45313.00","YES","Owner Occupier","13.00","3.00","2.00","341.00","1.00","4065.00","290000","130","YES"
"100746.00","45194.00","NO","Owner Occupier","15.00","10.00","2.00","1678.00","1.00","12915.00","273000","120","NO"
"100749.00","43876.00","YES","Private Renting","13.00","0.00","2.00","98.00","1.00","5330.00","252500","100","NO"
"100752.00","44395.00","YES","Owner Occupier","20.00","16.00","2.00","1299.00","1.00","8750.00","290000","100","YES"
"100753.00","53550.00","NO","Public Housing","11.00","23.00","1.00","544.00","1.00","7260.00","250000","120","YES"
"100754.00","50816.00","YES","Owner Occupier","0.00","17.00","2.00","2031.00","1.00","8075.00","300000","130","YES"
"100755.00","53660.00","YES","Private Renting","23.00","17.00","1.00","380.00","1.00","7945.00","378000","100","NO"
"100756.00","59944.00","YES","Owner Occupier","20.00","11.00","2.00","3894.00","0.00","9880.00","750000","110","NO"
"100757.00","54451.00","YES","Private Renting","14.00","30.00","1.00","3312.00","1.00","9440.00","150000","100","NO"
"100758.00","58914.00","NO","Living with parents/guardian","11.00","7.00","1.00","1562.00","1.00","9490.00","260000","100","YES"
"100759.00","47035.00","NO","Living with parents/guardian","8.00","15.00","1.00","2003.00","0.00","10915.00","390000","100","YES"
"100760.00","43794.00","YES","Owner Occupier","9.00","6.00","2.00","1430.00","0.00","9020.00","143000","101","NO"
"100761.00","53102.00","NO","Owner Occupier","15.00","1.00","1.00","1147.00","0.00","7590.00","215000","100","YES"
"100763.00","45452.00","YES","Owner Occupier","12.00","24.00","1.00","5490.00","1.00","10040.00","328000","100","NO"
"100764.00","44787.00","YES","Owner Occupier","9.00","4.00","2.00","982.00","0.00","8175.00","295000","100","NO"
"100765.00","51498.00","YES","Private Renting","26.00","9.00","1.00","589.00","1.00","10150.00","295000","100","NO"
"100766.00","57376.00","YES","Private Renting","21.00","27.00","2.00","684.00","1.00","9845.00","540000","110","YES"
"100767.00","51724.00","YES","Owner Occupier","15.00","3.00","1.00","88.00","1.00","7150.00","140000","101","YES"
"100768.00","52772.00","YES","Owner Occupier","23.00","9.00","2.00","1348.00","1.00","8340.00","285000","100","NO"
"100769.00","58529.00","YES","Sheltered","0.00","9.00","1.00","1108.00","0.00","11775.00","275000","100","NO"
"100770.00","53983.00","YES","Public Housing","1.00","9.00","2.00","2117.00","0.00","9585.00","319000","100","NO"
"100781.00","44294.00","YES","Owner Occupier","9.00","20.00","2.00","3195.00","1.00","10825.00","211000","130","YES"
"100782.00","43608.00","NO","Owner Occupier","2.00","20.00","1.00","452.00","0.00","7610.00","410000","100","YES"
"100784.00","44261.00","NO","Owner Occupier","9.00","22.00","1.00","823.00","1.00","8010.00","323600","100","YES"
"100785.00","43823.00","NO","Living with parents/guardian","14.00","1.00","2.00","2245.00","1.00","9795.00","175000","130","NO"
"100789.00","43151.00","NO","Private Renting","6.00","9.00","1.00","681.00","1.00","7290.00","320000","110","NO"
"100790.00","44072.00","YES","Owner Occupier","5.00","5.00","1.00","1250.00","0.00","10590.00","275000","100","YES"
"100792.00","44230.00","YES","Owner Occupier","9.00","22.00","2.00","3106.00","0.00","540.00","350000","100","NO"
"100793.00","50552.00","YES","Owner Occupier","5.00","23.00","1.00","466.00","0.00","6880.00","380000","110","YES"
"100794.00","53704.00","YES","Owner Occupier","21.00","17.00","2.00","490.00","1.00","2825.00","425000","100","YES"
"100795.00","53842.00","YES","Owner Occupier","25.00","13.00","2.00","3115.00","0.00","6150.00","625000","100","NO"
"100796.00","58381.00","YES","Private Renting","16.00","12.00","1.00","829.00","0.00","11750.00","455000","100","NO"
"100797.00","51385.00","YES","Owner Occupier","14.00","10.00","1.00","777.00","0.00","7430.00","260000","101","NO"
"100798.00","47111.00","YES","Private Renting","1.00","14.00","2.00","1001.00","1.00","10510.00","425000","110","YES"
"100799.00","49866.00","NO","Owner Occupier","10.00","24.00","1.00","2493.00","0.00","9340.00","2095000","101","NO"
"100802.00","48607.00","YES","Owner Occupier","19.00","23.00","2.00","985.00","1.00","4415.00","170000","100","NO"
"101272.00","43593.00","YES","Owner Occupier","13.00","0.00","1.00","2315.00","0.00","12820.00","180000","130","NO"
"101280.00","44202.00","YES","Owner Occupier","8.00","0.00","2.00","748.00","0.00","10455.00","170000","100","NO"
"101282.00","45715.00","YES","Owner Occupier","8.00","14.00","2.00","772.00","1.00","12985.00","137000","100","NO"
"101285.00","44974.00","YES","Public Housing","14.00","18.00","2.00","2772.00","0.00","9515.00","264000","130","NO"
"101295.00","52725.00","YES","Private Renting","26.00","9.00","2.00","12.00","0.00","4415.00","98000","100","NO"
"101303.00","43795.00","YES","Public Housing","17.00","5.00","2.00","1171.00","0.00","11285.00","153000","100","YES"
"101306.00","43650.00","YES","Public Housing","8.00","12.00","1.00","267.00","0.00","7800.00","355000","100","NO"
"101320.00","44483.00","NO","Owner Occupier","16.00","15.00","2.00","116.00","0.00","7535.00","245000","130","YES"
"101324.00","51383.00","NO","Owner Occupier","19.00","12.00","2.00","1119.00","1.00","7955.00","222500","101","NO"
"101325.00","52540.00","YES","Sheltered","0.00","15.00","2.00","397.00","0.00","8250.00","215000","120","YES"
"101330.00","45217.00","YES","Private Renting","19.00","8.00","1.00","732.00","0.00","5860.00","240000","120","YES"
"101334.00","44895.00","YES","Owner Occupier","8.00","0.00","2.00","888.00","1.00","8915.00","310000","100","YES"
"101338.00","45813.00","NO","Owner Occupier","10.00","13.00","1.00","59.00","0.00","7385.00","103000","101","YES"
"101347.00","55554.00","YES","Public Housing","27.00","0.00","1.00","708.00","0.00","8615.00","235000","100","NO"
"101353.00","43908.00","NO","Public Housing","18.00","15.00","1.00","4242.00","0.00","7915.00","190000","100","NO"
"101354.00","57718.00","YES","Owner Occupier","25.00","16.00","2.00","1555.00","1.00","6285.00","155000","130","YES"
"101360.00","44052.00","YES","Owner Occupier","13.00","5.00","2.00","375.00","0.00","9305.00","235000","100","YES"
"101363.00","44193.00","YES","Public Housing","18.00","3.00","1.00","260.00","0.00","6605.00","284500","120","NO"
"101365.00","45115.00","YES","Private Renting","11.00","13.00","2.00","5189.00","1.00","16935.00","164000","101","NO"
"101376.00","58505.00","YES","Owner Occupier","11.00","9.00","2.00","668.00","0.00","5370.00","150000","100","NO"
"101377.00","51945.00","NO","Public Housing","19.00","0.00","1.00","25.00","1.00","7480.00","290000","110","YES"
"101382.00","49008.00","YES","Private Renting","10.00","16.00","2.00","216.00","0.00","10910.00","145000","130","NO"
"101383.00","54013.00","YES","Private Renting","9.00","4.00","1.00","996.00","0.00","11105.00","156000","100","NO"
"101385.00","52896.00","YES","Owner Occupier","19.00","6.00","2.00","1655.00","1.00","8975.00","260000","110","YES"
"101386.00","54603.00","NO","Owner Occupier","8.00","30.00","2.00","1562.00","1.00","7760.00","150000","100","NO"
"101388.00","48511.00","NO","Owner Occupier","21.00","25.00","1.00","793.00","0.00","9550.00","260000","120","NO"
"101389.00","59036.00","YES","Owner Occupier","7.00","6.00","1.00","495.00","1.00","8915.00","193000","101","YES"
"101394.00","44997.00","NO","Public Housing","6.00","18.00","1.00","1238.00","1.00","8070.00","176000","100","NO"
"101399.00","44617.00","NO","Owner Occupier","4.00","10.00","2.00","154.00","1.00","925.00","275000","100","YES"
"101405.00","43482.00","YES","Owner Occupier","4.00","1.00","1.00","361.00","1.00","8375.00","499250","100","NO"
"101407.00","43989.00","YES","Owner Occupier","8.00","10.00","1.00","30.00","1.00","5805.00","410000","101","NO"
"101412.00","56891.00","NO","Owner Occupier","26.00","1.00","1.00","1543.00","1.00","5545.00","570000","100","NO"
"101414.00","58026.00","YES","Living with parents/guardian","17.00","13.00","1.00","6156.00","0.00","15905.00","153000","100","YES"
"101415.00","53791.00","YES","Owner Occupier","1.00","15.00","1.00","1844.00","1.00","11855.00","173900","100","YES"
"101419.00","51219.00","YES","Private Renting","14.00","15.00","2.00","1292.00","1.00","7005.00","165000","111","YES"
"101421.00","56486.00","YES","Owner Occupier","5.00","11.00","1.00","696.00","1.00","4240.00","110000","100","NO"
"101423.00","49007.00","NO","Living with parents/guardian","14.00","18.00","1.00","13360.00","0.00","24375.00","200000","100","NO"
"101430.00","45066.00","YES","Private Renting","16.00","15.00","1.00","860.00","1.00","6605.00","255000","100","YES"
"101432.00","44202.00","NO","Owner Occupier","1.00","23.00","2.00","2611.00","0.00","12915.00","162000","101","NO"
"101439.00","43890.00","YES","Owner Occupier","19.00","18.00","2.00","505.00","1.00","6960.00","348500","100","NO"
"101448.00","53201.00","NO","Owner Occupier","18.00","29.00","1.00","17134.00","0.00","16275.00","197307","100","NO"
"101450.00","54673.00","YES","Owner Occupier","15.00","22.00","2.00","3086.00","1.00","11875.00","180000","100","NO"
"101452.00","57689.00","NO","Owner Occupier","25.00","19.00","1.00","331.00","1.00","9915.00","315000","100","YES"
"101453.00","45869.00","YES","Private Renting","21.00","8.00","2.00","71.00","1.00","9240.00","325000","100","YES"
"101456.00","47026.00","NO","Private Renting","23.00","18.00","2.00","1368.00","0.00","6955.00","145000","130","NO"
"101458.00","46645.00","NO","Owner Occupier","19.00","4.00","1.00","884.00","0.00","6045.00","475000","110","NO"
"101468.00","45970.00","NO","Owner Occupier","11.00","7.00","1.00","579.00","0.00","9280.00","132000","100","NO"
"101470.00","45949.00","NO","Private Renting","17.00","7.00","1.00","3865.00","0.00","13010.00","149000","100","YES"
"101472.00","45659.00","YES","Public Housing","12.00","17.00","1.00","9466.00","1.00","17050.00","340000","100","NO"
"101477.00","43761.00","NO","Owner Occupier","10.00","6.00","1.00","1418.00","0.00","11245.00","192500","100","NO"
"101491.00","46785.00","YES","Private Renting","14.00","4.00","1.00","1227.00","1.00","6510.00","300000","100","NO"
"101492.00","53365.00","YES","Owner Occupier","21.00","26.00","1.00","3819.00","0.00","10250.00","230000","100","YES"
"101494.00","55421.00","NO","Owner Occupier","11.00","3.00","2.00","1169.00","0.00","10715.00","245000","130","YES"
"101495.00","47734.00","YES","Sheltered","23.00","6.00","2.00","2631.00","1.00","14355.00","150000","100","NO"
"101497.00","55777.00","YES","Private Renting","1.00","11.00","2.00","453.00","0.00","6215.00","285000","100","YES"
"101503.00","44095.00","YES","Private Renting","13.00","4.00","1.00","368.00","0.00","8730.00","285000","100","NO"
"101505.00","45153.00","NO","Owner Occupier","2.00","13.00","2.00","804.00","1.00","8900.00","146000","130","YES"
"101512.00","45621.00","YES","Owner Occupier","1.00","19.00","1.00","1878.00","0.00","9260.00","195000","100","YES"
"101519.00","43408.00","YES","Owner Occupier","10.00","4.00","2.00","1106.00","0.00","10605.00","182500","130","NO"
"101524.00","57004.00","YES","Private Renting","14.00","31.00","1.00","3561.00","0.00","6720.00","121000","100","NO"
"101531.00","45159.00","NO","Owner Occupier","6.00","12.00","1.00","2310.00","0.00","12065.00","190000","100","NO"
"101532.00","48931.00","YES","Owner Occupier","11.00","19.00","2.00","652.00","0.00","7795.00","190000","100","NO"
"101537.00","45081.00","NO","Owner Occupier","14.00","15.00","2.00","713.00","1.00","8430.00","140000","110","NO"
"101549.00","44460.00","YES","Owner Occupier","4.00","16.00","1.00","3467.00","1.00","9290.00","192000","100","YES"
"101551.00","43707.00","YES","Owner Occupier","8.00","9.00","1.00","1131.00","0.00","9365.00","125000","100","NO"
"101561.00","45721.00","YES","Living with parents/guardian","3.00","14.00","1.00","294.00","1.00","7925.00","245000","100","NO"
"101570.00","55565.00","NO","Owner Occupier","23.00","0.00","2.00","2219.00","0.00","11885.00","440000","110","YES"
"101578.00","45750.00","YES","Public Housing","13.00","13.00","1.00","1930.00","1.00","11355.00","209000","101","NO"
"101580.00","44477.00","NO","Private Renting","19.00","15.00","1.00","351.00","0.00","8290.00","220000","130","NO"
"101588.00","45266.00","NO","Public Housing","3.00","5.00","1.00","6805.00","0.00","21360.00","550000","100","YES"
"101592.00","55390.00","NO","Living with parents/guardian","23.00","3.00","1.00","812.00","0.00","7180.00","231000","130","NO"
"101593.00","50445.00","YES","Public Housing","10.00","8.00","1.00","237.00","1.00","9310.00","250000","120","YES"
"101598.00","43514.00","YES","Private Renting","17.00","0.00","2.00","274.00","0.00","3425.00","250000","130","YES"
"101599.00","52495.00","NO","Owner Occupier","18.00","16.00","2.00","2527.00","1.00","10375.00","195000","100","YES"
"101600.00","45537.00","YES","Private Renting","22.00","21.00","2.00","2698.00","1.00","8885.00","1000000","110","YES"
"101602.00","44892.00","YES","Private Renting","12.00","2.00","2.00","3337.00","0.00","11195.00","175000","110","NO"
"101624.00","43677.00","YES","Sheltered","16.00","9.00","1.00","740.00","0.00","10915.00","190000","100","NO"
"101626.00","52887.00","YES","Public Housing","10.00","9.00","2.00","1339.00","0.00","8560.00","185000","130","YES"
"101627.00","44671.00","YES","Private Renting","16.00","9.00","2.00","3971.00","1.00","12050.00","270000","130","YES"
"101635.00","44039.00","YES","Owner Occupier","17.00","6.00","2.00","109.00","1.00","6590.00","235000","120","YES"
"101660.00","49850.00","YES","Living with parents/guardian","5.00","1.00","2.00","1265.00","1.00","4535.00","455000","100","NO"
"101664.00","50631.00","YES","Private Renting","26.00","21.00","2.00","2132.00","0.00","3110.00","299500","100","NO"
"101670.00","56470.00","YES","Private Renting","31.00","15.00","2.00","390.00","0.00","7055.00","240000","110","YES"
"101672.00","54777.00","YES","Public Housing","26.00","17.00","2.00","2814.00","1.00","10895.00","260000","100","NO"
"101676.00","44597.00","YES","Owner Occupier","10.00","12.00","2.00","468.00","0.00","8630.00","135000","100","NO"
"101682.00","44270.00","YES","Owner Occupier","3.00","22.00","2.00","962.00","1.00","7845.00","200000","111","NO"
"101684.00","45712.00","YES","Owner Occupier","14.00","15.00","2.00","2216.00","0.00","8910.00","215000","100","NO"
"101694.00","53307.00","YES","Owner Occupier","8.00","27.00","2.00","1984.00","1.00","9475.00","130000","100","NO"
"101696.00","43977.00","YES","Public Housing","14.00","12.00","1.00","4763.00","1.00","11145.00","330000","120","NO"
"101698.00","58785.00","NO","Private Renting","31.00","16.00","2.00","1111.00","0.00","7415.00","275000","130","NO"
"101700.00","55140.00","NO","Owner Occupier","20.00","13.00","2.00","5095.00","0.00","8540.00","545000","100","NO"
"101701.00","46501.00","YES","Private Renting","5.00","5.00","2.00","327.00","1.00","9070.00","325000","100","NO"
"101703.00","45368.00","NO","Owner Occupier","4.00","2.00","2.00","711.00","1.00","10340.00","325000","100","NO"
"101704.00","43651.00","YES","Private Renting","4.00","11.00","2.00","527.00","1.00","6090.00","265000","100","NO"
"101707.00","46119.00","YES","Private Renting","1.00","6.00","1.00","104.00","0.00","11470.00","145000","100","YES"
"101716.00","45217.00","NO","Owner Occupier","17.00","8.00","2.00","445.00","1.00","11455.00","315000","120","NO"
"101720.00","44682.00","YES","Private Renting","12.00","9.00","1.00","1192.00","1.00","7320.00","475000","110","YES"
"101722.00","45390.00","YES","Owner Occupier","3.00","2.00","2.00","154.00","0.00","11710.00","242500","110","NO"
"101730.00","57388.00","YES","Private Renting","23.00","22.00","1.00","3450.00","0.00","5365.00","105000","101","YES"
"101731.00","49789.00","YES","Owner Occupier","2.00","4.00","2.00","44.00","0.00","9340.00","200000","100","NO"
"101732.00","47623.00","YES","Owner Occupier","12.00","7.00","2.00","1358.00","1.00","7365.00","275000","130","YES"
"101737.00","44306.00","YES","Owner Occupier","15.00","19.00","2.00","7995.00","1.00","13220.00","275000","130","YES"
"101739.00","43185.00","NO","Living with parents/guardian","0.00","8.00","1.00","20.00","0.00","9420.00","305000","130","NO"
"101746.00","45194.00","NO","Owner Occupier","15.00","10.00","2.00","1678.00","1.00","12915.00","273000","120","NO"
"101749.00","43876.00","YES","Private Renting","13.00","0.00","2.00","98.00","1.00","5330.00","252500","100","NO"
"101753.00","53550.00","NO","Public Housing","11.00","23.00","1.00","544.00","1.00","7260.00","250000","120","YES"
"101754.00","50816.00","YES","Owner Occupier","0.00","17.00","2.00","2031.00","1.00","8075.00","300000","130","YES"
"101756.00","59944.00","YES","Owner Occupier","20.00","11.00","2.00","3894.00","0.00","9880.00","750000","110","NO"
"101757.00","54451.00","YES","Private Renting","14.00","30.00","1.00","3312.00","1.00","9440.00","150000","100","NO"
"101760.00","43794.00","YES","Owner Occupier","9.00","6.00","2.00","1430.00","0.00","9020.00","143000","101","NO"
"101763.00","45452.00","YES","Owner Occupier","12.00","24.00","1.00","5490.00","1.00","10040.00","328000","100","NO"
"101764.00","44787.00","YES","Owner Occupier","9.00","4.00","2.00","982.00","0.00","8175.00","295000","100","NO"
"101770.00","53983.00","YES","Public Housing","1.00","9.00","2.00","2117.00","0.00","9585.00","319000","100","NO"
"101784.00","44261.00","NO","Owner Occupier","9.00","22.00","1.00","823.00","1.00","8010.00","323600","100","YES"
"101789.00","43151.00","NO","Private Renting","6.00","9.00","1.00","681.00","1.00","7290.00","320000","110","NO"
"101793.00","50552.00","YES","Owner Occupier","5.00","23.00","1.00","466.00","0.00","6880.00","380000","110","YES"
"101797.00","51385.00","YES","Owner Occupier","14.00","10.00","1.00","777.00","0.00","7430.00","260000","101","NO"
"101798.00","47111.00","YES","Private Renting","1.00","14.00","2.00","1001.00","1.00","10510.00","425000","110","YES"
"101802.00","48607.00","YES","Owner Occupier","19.00","23.00","2.00","985.00","1.00","4415.00","170000","100","NO"
"102806.00","40167.00","YES","Owner Occupier","3.00","8.00","2.00","584.00","0.00","10146.00","185000","101","YES"
"102807.00","46262.00","YES","Private Renting","14.00","21.00","2.00","2461.00","0.00","8926.00","210000","100","NO"
"102809.00","66503.00","NO","Living with parents/guardian","25.00","3.00","1.00","974.00","0.00","8620.00","231000","130","NO"
"102813.00","41671.00","YES","Private Renting","19.00","18.00","2.00","2468.00","1.00","8130.00","1000000","110","YES"
"102815.00","51346.00","YES","Private Renting","13.00","18.00","1.00","667.00","0.00","8780.00","300000","100","YES"
"102817.00","43935.00","NO","Owner Occupier","20.00","13.00","2.00","4059.00","0.00","6804.00","545000","100","NO"
"102819.00","47620.00","YES","Owner Occupier","9.00","6.00","2.00","1554.00","0.00","9808.00","143000","101","NO"
"102821.00","51891.00","NO","Owner Occupier","21.00","13.00","2.00","1130.00","1.00","8033.00","222500","101","NO"
"102822.00","43612.00","YES","Private Renting","19.00","17.00","1.00","832.00","1.00","6391.00","255000","100","YES"
"102823.00","46796.00","NO","Owner Occupier","13.00","14.00","2.00","740.00","1.00","8750.00","140000","110","NO"
"102824.00","51554.00","NO","Owner Occupier","3.00","5.00","1.00","1675.00","1.00","12986.00","106300","130","YES"
"102825.00","43216.00","YES","Private Renting","18.00","22.00","1.00","277.00","1.00","6037.00","200000","130","YES"
"102827.00","44059.00","YES","Owner Occupier","9.00","4.00","2.00","966.00","0.00","8042.00","295000","100","NO"
"102828.00","54564.00","NO","Private Renting","17.00","16.00","2.00","490.00","0.00","8349.00","125000","101","YES"
"102829.00","46083.00","YES","Public Housing","15.00","19.00","2.00","2840.00","0.00","9749.00","264000","130","NO"
"102831.00","53328.00","YES","Owner Occupier","9.00","11.00","2.00","559.00","0.00","10319.00","135000","100","NO"
"102832.00","43020.00","NO","Owner Occupier","1.00","24.00","2.00","2541.00","0.00","12569.00","162000","101","NO"
"102834.00","42467.00","YES","Public Housing","13.00","13.00","1.00","1791.00","1.00","10540.00","209000","101","NO"
"102839.00","65026.00","YES","Living with parents/guardian","18.00","14.00","1.00","6898.00","0.00","17823.00","153000","100","YES"
"102840.00","55187.00","NO","Private Renting","26.00","20.00","2.00","1605.00","0.00","8162.00","145000","130","NO"
"102842.00","41451.00","YES","Owner Occupier","18.00","7.00","2.00","102.00","1.00","6202.00","235000","120","YES"
"102843.00","46793.00","YES","Owner Occupier","4.00","16.00","1.00","3648.00","1.00","9777.00","192000","100","YES"
"102846.00","57492.00","YES","Owner Occupier","26.00","0.00","2.00","2229.00","1.00","7138.00","525000","100","NO"
"102847.00","45902.00","YES","Private Renting","13.00","4.00","1.00","1203.00","1.00","6387.00","300000","100","NO"
"102850.00","44341.00","NO","Owner Occupier","15.00","13.00","1.00","2535.00","1.00","6191.00","219000","100","NO"
"102851.00","42120.00","YES","Owner Occupier","9.00","0.00","2.00","712.00","0.00","9962.00","170000","100","NO"
"102854.00","57932.00","YES","Owner Occupier","19.00","11.00","2.00","3763.00","0.00","9548.00","750000","110","NO"
"102860.00","46272.00","YES","Private Renting","2.00","7.00","2.00","876.00","0.00","11979.00","237500","110","NO"
"102862.00","46114.00","NO","Private Renting","11.00","5.00","2.00","1345.00","1.00","5952.00","368000","101","NO"
"102867.00","42159.00","NO","Public Housing","6.00","7.00","2.00","285.00","0.00","7947.00","199000","100","NO"
"102868.00","41167.00","NO","Owner Occupier","19.00","16.00","1.00","1892.00","0.00","9365.00","287500","100","NO"
"102869.00","59361.00","YES","Owner Occupier","0.00","8.00","1.00","305.00","0.00","7595.00","275000","111","NO"
"102872.00","38626.00","NO","Public Housing","19.00","16.00","1.00","3731.00","0.00","6962.00","190000","100","NO"
"102875.00","52169.00","YES","Private Renting","22.00","16.00","1.00","369.00","1.00","7724.00","378000","100","NO"
"102876.00","50544.00","YES","Owner Occupier","16.00","20.00","1.00","3617.00","0.00","9708.00","230000","100","YES"
"102877.00","46060.00","NO","Owner Occupier","9.00","13.00","2.00","832.00","0.00","9075.00","200000","130","YES"
"102878.00","42827.00","YES","Private Renting","14.00","4.00","1.00","357.00","0.00","8479.00","285000","100","NO"
"102879.00","52863.00","YES","Owner Occupier","12.00","21.00","2.00","704.00","0.00","8421.00","190000","100","NO"
"102880.00","64425.00","NO","Owner Occupier","10.00","3.00","2.00","1358.00","0.00","12455.00","245000","130","YES"
"102883.00","51103.00","NO","Owner Occupier","3.00","12.00","1.00","302.00","0.00","6238.00","950000","110","NO"
"102885.00","43620.00","YES","Private Renting","1.00","13.00","2.00","926.00","1.00","9731.00","425000","110","YES"
"102886.00","53741.00","YES","Private Renting","4.00","12.00","2.00","648.00","1.00","7497.00","265000","100","NO"
"102887.00","51165.00","YES","Owner Occupier","0.00","17.00","2.00","2044.00","1.00","8130.00","300000","130","YES"
"102889.00","52823.00","YES","Owner Occupier","13.00","21.00","1.00","769.00","1.00","12044.00","170000","100","YES"
"102890.00","47478.00","NO","Owner Occupier","6.00","15.00","2.00","128.00","0.00","4740.00","149900","101","YES"
"102894.00","52868.00","YES","Private Renting","15.00","32.00","1.00","3215.00","1.00","9165.00","150000","100","NO"
"102897.00","42941.00","YES","Private Renting","14.00","7.00","2.00","24.00","1.00","6752.00","179000","130","NO"
"102898.00","53993.00","YES","Owner Occupier","26.00","29.00","2.00","3567.00","0.00","8503.00","250000","120","YES"
"102899.00","41233.00","YES","Owner Occupier","5.00","19.00","1.00","1495.00","1.00","6808.00","250000","110","YES"
"102901.00","62247.00","YES","Owner Occupier","1.00","14.00","1.00","2133.00","1.00","13718.00","173900","100","YES"
"102902.00","43747.00","NO","Owner Occupier","2.00","13.00","2.00","778.00","1.00","8622.00","146000","130","YES"
"102905.00","47867.00","YES","Public Housing","10.00","14.00","1.00","9923.00","1.00","17874.00","340000","100","NO"
"102906.00","58794.00","NO","Owner Occupier","15.00","1.00","1.00","1269.00","0.00","8403.00","215000","100","YES"
"102907.00","46292.00","YES","Owner Occupier","9.00","6.00","2.00","333.00","1.00","5643.00","160000","120","YES"
"102908.00","37668.00","YES","Owner Occupier","10.00","4.00","2.00","885.00","1.00","7687.00","280000","110","YES"
"102914.00","49270.00","YES","Owner Occupier","2.00","24.00","2.00","518.00","1.00","14468.00","215000","100","NO"
"102915.00","40094.00","YES","Owner Occupier","16.00","21.00","1.00","3489.00","1.00","6614.00","220000","100","YES"
"102917.00","46410.00","YES","Private Renting","10.00","15.00","2.00","204.00","0.00","10331.00","145000","130","NO"
"102919.00","46752.00","YES","Owner Occupier","0.00","3.00","2.00","773.00","0.00","7834.00","259000","100","NO"
"102923.00","48438.00","YES","Owner Occupier","16.00","25.00","1.00","4494.00","0.00","8568.00","270000","100","YES"
"102924.00","45751.00","YES","Owner Occupier","1.00","19.00","1.00","1883.00","0.00","9286.00","195000","100","YES"
"102925.00","63724.00","YES","Private Renting","18.00","23.00","2.00","759.00","1.00","10934.00","540000","110","YES"
"102928.00","64703.00","YES","Owner Occupier","5.00","5.00","1.00","133.00","1.00","6515.00","117000","100","NO"
"102933.00","40058.00","YES","Owner Occupier","22.00","7.00","1.00","1894.00","1.00","9630.00","145000","110","NO"
"102935.00","40775.00","YES","Owner Occupier","16.00","6.00","2.00","347.00","0.00","8613.00","235000","100","YES"
"102936.00","56603.00","NO","Owner Occupier","26.00","1.00","1.00","1535.00","1.00","5516.00","570000","100","NO"
"102937.00","49982.00","YES","Public Housing","20.00","10.00","1.00","1826.00","0.00","8259.00","157500","131","YES"
"102941.00","48538.00","YES","Owner Occupier","5.00","13.00","2.00","558.00","0.00","5115.00","875000","100","NO"
"102944.00","52016.00","YES","Public Housing","17.00","5.00","2.00","1390.00","0.00","13403.00","153000","100","YES"
"102945.00","54737.00","NO","Owner Occupier","8.00","29.00","2.00","1565.00","1.00","7779.00","150000","100","NO"
"102946.00","55689.00","YES","Public Housing","21.00","22.00","2.00","7515.00","1.00","7764.00","285000","100","NO"
"102948.00","42512.00","YES","Owner Occupier","16.00","24.00","2.00","2399.00","1.00","9233.00","180000","100","NO"
"102950.00","51528.00","YES","Public Housing","13.00","13.00","1.00","2173.00","1.00","12789.00","209000","101","NO"
"102951.00","45463.00","YES","Private Renting","34.00","17.00","2.00","313.00","0.00","5679.00","240000","110","YES"
"102952.00","43315.00","YES","Owner Occupier","13.00","13.00","2.00","2099.00","0.00","8442.00","215000","100","NO"
"102953.00","43065.00","NO","Owner Occupier","10.00","7.00","1.00","542.00","0.00","8693.00","132000","100","NO"
"102955.00","60848.00","YES","Private Renting","24.00","10.00","1.00","692.00","1.00","5478.00","250000","100","YES"
"102956.00","46341.00","YES","Private Renting","18.00","8.00","1.00","750.00","0.00","6005.00","240000","120","YES"
